CODIGO CIE;CODIGO INEP;ESCOLA;DIRETORIA;MUNICIPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO
20679;35020679;JOSE JUSTINO DE OLIVEIRA;SAO JOAO DA BOA VISTA;SANTO ANTONIO DO JARDIM;;3.91;3.97
20680;35020680;ANESIA MARTINS MATTOS PROFESSORA;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;;3.01;2.62
20692;35020692;CRISTIANO OSORIO DE OLIVEIRA CORONEL;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;;4.60;4.16
20709;35020709;DOMINGOS THEODORO DE OLIVEIRA AZEVEDO;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;;4.09;3.26
20710;35020710;TEOFILO DE ANDRADE DOUTOR;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;;5.12;4.01
20722;35020722;EGLE LUPORINI COSTA PROFESSORA;SAO JOAO DA BOA VISTA;AGUAI;;3.29;2.45
20734;35020734;ADEMAR VIEIRA PISCO;PIRACICABA;SANTA MARIA DA SERRA;;5.69;5.60
20758;35020758;MIRANDOLINA DE ALMEIDA CANTO PROFESSORA;PIRACICABA;PIRACICABA;6.31;;
20761;35020761;ALCIDES GUIDETTI ZAGATTO PROFESSOR;PIRACICABA;PIRACICABA;6.02;;
20771;35020771;AUGUSTO SAES PROFESSOR;PIRACICABA;PIRACICABA;6.31;;
20783;35020783;JOAO CONCEICAO DOUTOR;PIRACICABA;PIRACICABA;;3.63;2.79
20795;35020795;MARIA JANUARIA VAZ TUCCORI PROFESSORA;CAPIVARI;CAPIVARI;;5.26;4.06
20801;35020801;FABIANO JOSE MOREIRA CAMARGO PADRE;CAPIVARI;CAPIVARI;;3.58;2.57
20825;35020825;ELIAS DE MELLO AYRES PROFESSOR;PIRACICABA;PIRACICABA;;4.87;3.62
20837;35020837;CATHARINA CASALE PADOVANI PROFESSORA;PIRACICABA;PIRACICABA;;3.64;2.60
20849;35020849;ANTONIO DE MELLO COTRIM PROFESSOR;PIRACICABA;PIRACICABA;;;4.26
20850;35020850;MANOEL FERRAZ PROFESSOR;BRAGANCA PAULISTA;BOM JESUS DOS PERDOES;;4.38;3.71
20862;35020862;PRUDENTE DOUTOR;PIRACICABA;PIRACICABA;;4.90;
20874;35020874;VALMAR LOURENCO SANTIAGO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;;2.72
20886;35020886;FRANCISCA ELISA DA SILVA;PIRACICABA;PIRACICABA;6.24;4.22;
20898;35020898;HONORATO FAUSTINO;PIRACICABA;PIRACICABA;9.41;;
20916;35020916;MORAIS BARROS;PIRACICABA;PIRACICABA;7.01;;
20928;35020928;PEDRO DE MELLO;PIRACICABA;PIRACICABA;6.06;3.99;3.28
20941;35020941;MASCARENHAS DE MORAES GENERAL;CAPIVARI;ELIAS FAUSTO;;;2.81
20953;35020953;GENNY PIMAZZONI PROFESSORA;CAPIVARI;ELIAS FAUSTO;;;2.70
20965;35020965;RIO BRANCO BARAO DO;PIRACICABA;PIRACICABA;;3.36;3.06
20977;35020977;ALFREDO CARDOSO DOUTOR;PIRACICABA;PIRACICABA;;3.14;2.75
20989;35020989;PEDRO MORAES CAVALCANTI;PIRACICABA;PIRACICABA;6.08;4.69;4.29
20990;35020990;JOSE ABILIO DE PAULA;PIRACICABA;SAO PEDRO;;;3.32
21027;35021027;JOSE ROMAO PROFESSOR;PIRACICABA;PIRACICABA;5.32;5.24;
21039;35021039;MANOEL DIAS DE ALMEIDA PROFESSOR;PIRACICABA;SALTINHO;;4.04;3.52
21040;35021040;JOAO ALVES DE ALMEIDA PROFESSOR;PIRACICABA;PIRACICABA;;3.42;
21052;35021052;OLIVIA BIANCO PROFESSORA;PIRACICABA;PIRACICABA;;3.87;3.07
21064;35021064;JERONYMO GALLO MONSENHOR;PIRACICABA;PIRACICABA;;3.95;4.23
21076;35021076;SUD MENNUCCI;PIRACICABA;PIRACICABA;;;4.84
21088;35021088;JACANA ALTAIR PEREIRA GUERRINI PROFESSORA;PIRACICABA;PIRACICABA;7.72;;
21097;35021097;JOSE DE MELLO MORAES PROFESSOR;PIRACICABA;PIRACICABA;;5.58;4.29
21118;35021118;JENI APPRILANTE PROFESSORA;CAPIVARI;RAFARD;;3.58;2.77
21124;35021124;MATEUS BISPO DOM;CAPIVARI;MOMBUCA;;;3.83
21155;35021155;MANOEL DA COSTA NEVES PROFESSOR;CAPIVARI;RIO DAS PEDRAS;;2.41;2.81
21179;35021179;JORGE COURY DOUTOR;PIRACICABA;PIRACICABA;;5.77;5.60
21180;35021180;SAMUEL DE CASTRO NEVES DOUTOR;PIRACICABA;PIRACICABA;7.81;5.42;4.99
21209;35021209;JOSE MARTINS DE TOLEDO PROFESSOR;PIRACICABA;PIRACICABA;;3.59;2.08
21222;35021222;PEDRO CREM FILHO PROFESSOR;PIRACICABA;CHARQUEADA;;4.20;3.19
21234;35021234;ANGELO FRANZIN;PIRACICABA;AGUAS DE SAO PEDRO;;;3.43
21246;35021246;ABIGAIL DE AZEVEDO GRILLO PROFESSOR;PIRACICABA;PIRACICABA;;3.55;2.39
21258;35021258;ANGELA MARIA DA PAIXAO COSTA PROFA;MOGI MIRIM;MOGI GUACU;;3.67;2.76
21283;35021283;BENEDITO DUTRA TEIXEIRA PROFESSOR;PIRACICABA;CHARQUEADA;;3.59;2.78
21295;35021295;CARLOS GUIMARAES DOUTOR;PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS;;2.71;
21301;35021301;JOSE JORGE NETO PROFESSOR;PIRASSUNUNGA;ANALANDIA;;;1.93
21313;35021313;PEDRINA PIRES ZADRA PROFESSORA;PIRASSUNUNGA;PORTO FERREIRA;;3.68;2.74
21325;35021325;WASHINGTON LUIZ;PIRASSUNUNGA;PORTO FERREIRA;;3.43;2.19
21337;35021337;QUEIROZ FILHO PROFESSOR;PIRASSUNUNGA;LEME;;5.05;
21350;35021350;LUIZ NARCISO GOMES DOUTOR;PIRASSUNUNGA;SANTA CRUZ DA CONCEICAO;;4.30;2.46
21428;35021428;WALDEMAR FERREIRA PROFESSOR;PIRASSUNUNGA;LEME;;3.96;2.45
21436;35021436;NOSSA SENHORA DE LORETO;PIRASSUNUNGA;PIRASSUNUNGA;;3.61;3.72
21441;35021441;PIRASSUNUNGA;PIRASSUNUNGA;PIRASSUNUNGA;;3.41;3.31
21465;35021465;FRANCO CORONEL;PIRASSUNUNGA;PIRASSUNUNGA;;4.35;
21477;35021477;MANOEL JACINTHO VIEIRA DE MORAES DOUTOR;PIRASSUNUNGA;PIRASSUNUNGA;;5.12;
21489;35021489;ELOI CHAVES;PIRASSUNUNGA;PIRASSUNUNGA;;4.56;
21490;35021490;MARIA JOAQUINA DE ARRUDA PROFESSORA;PIRASSUNUNGA;LEME;;;2.68
21519;35021519;LAURO BARREIRA;PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS;;3.91;2.65
21520;35021520;NEWTON PRADO;PIRASSUNUNGA;LEME;;3.70;2.20
21532;35021532;DJALMA FORJAZ DOUTOR;PIRASSUNUNGA;PORTO FERREIRA;;3.76;4.14
21556;35021556;CAROLINA AUGUSTA SERAPHIM PROFESSORA;LIMEIRA;RIO CLARO;;5.78;
21573;35021573;JOAQUIM SALLES CORONEL;LIMEIRA;RIO CLARO;;4.60;
21611;35021611;JOAQUIM RIBEIRO;LIMEIRA;RIO CLARO;;;1.79
21623;35021623;JOSE FERNANDES PROFESSOR;LIMEIRA;RIO CLARO;5.18;;3.29
21635;35021635;PEDRO RAPHAEL DA ROCHA;LIMEIRA;SANTA GERTRUDES;;;3.57
21647;35021647;ANTONIO LUCIANO DA FONSECA CORONEL;JAU;TORRINHA;5.23;;
21659;35021659;JANIO QUADROS GOVERNADOR;SAO CARLOS;CORUMBATAI;;;3.30
21672;35021672;MARCELO DE MESQUITA PROFESSOR;LIMEIRA;IPEUNA;;3.60;2.71
21684;35021684;JOAQUIM DE TOLEDO CAMARGO PROFESSOR;SAO CARLOS;ITIRAPINA;;3.70;2.65
21696;35021696;MARCIANO DE TOLEDO PIZA PROFESSOR;LIMEIRA;RIO CLARO;;;3.85
21702;35021702;JOAO BATISTA LEME PROFESSOR;LIMEIRA;RIO CLARO;;4.20;2.30
21714;35021714;LAZARO FRANCO DE MORAES;JAU;TORRINHA;;3.48;2.81
21726;35021726;MICHEL ANTONIO ALEM PROFESSOR;LIMEIRA;RIO CLARO;;3.96;2.72
21738;35021738;ODILON CORREA PROFESSOR;LIMEIRA;RIO CLARO;;3.51;2.52
21748;35021748;RAUL FERNANDES CHANCELER;LIMEIRA;RIO CLARO;;;4.09
21763;35021763;JOSE LEVY CORONEL;LIMEIRA;CORDEIROPOLIS;;;4.88
21775;35021775;JAMIL ABRAHAO SAAD;LIMEIRA;CORDEIROPOLIS;;3.58;1.96
21787;35021787;BARAO DE PIRACICABA;LIMEIRA;RIO CLARO;;4.64;
21805;35021805;DINAH LUCIA BALESTRERO PROFESSORA;JAU;BROTAS;;2.63;2.96
21829;35021829;MARCELINO BRAGA CEL;ARARAQUARA;BOA ESPERANCA DO SUL;;;2.02
21830;35021830;DINORA MARCONDES GOMES PROFA;ARARAQUARA;AMERICO BRASILIENSE;;3.74;2.67
21854;35021854;BENTO DE ABREU;ARARAQUARA;ARARAQUARA;;3.73;3.15
21866;35021866;BENTO DE ABREU;ARARAQUARA;SANTA LUCIA;;2.56;1.58
21878;35021878;PEDRO MORGANTI COMENDADOR;ARARAQUARA;RINCAO;;2.07;2.50
21885;35021885;ANTONIA EUGENIA MARTINS PROFA;ARARAQUARA;ARARAQUARA;4.74;;
21891;35021891;GERALDO HONORATO AZZI SACHS PROF;ARARAQUARA;ARARAQUARA;7.20;;
21908;35021908;GAVIAO PEIXOTO CONSELHEIRO;ARARAQUARA;GAVIAO PEIXOTO;;3.54;3.74
21912;35021912;LUZIA DE ABREU PROFA;ARARAQUARA;NOVA EUROPA;;;2.52
21921;35021921;ALFREDO EVANGELISTA NOGUEIRA;ARARAQUARA;TRABIJU;;;4.54
21933;35021933;NARCISO DA SILVA CESAR;ARARAQUARA;ARARAQUARA;6.79;;
21945;35021945;JOAO PIRES DE CAMARGO DR;ARARAQUARA;ARARAQUARA;;3.49;3.03
21957;35021957;AUGUSTO DA SILVA CESAR PROF;ARARAQUARA;ARARAQUARA;;3.37;1.94
21969;35021969;FLORESTANO LIBUTTI;ARARAQUARA;ARARAQUARA;6.84;;
21970;35021970;VICTOR LACORTE PROF;ARARAQUARA;ARARAQUARA;;3.30;2.25
21994;35021994;DORIVAL ALVES;ARARAQUARA;ARARAQUARA;;3.51;3.16
22020;35022020;ANTONIO JOAQUIM DE CARVALHO;ARARAQUARA;ARARAQUARA;6.63;;
22056;35022056;FERNANDO BRASIL PROF;TAQUARITINGA;TABATINGA;6.49;4.27;3.00
22068;35022068;PEDRO JOSE NETO;ARARAQUARA;ARARAQUARA;;;4.59
22073;35022073;JOAO MANOEL DO AMARAL;ARARAQUARA;ARARAQUARA;;5.55;
22081;35022081;FRANCISCO PEDRO MONTEIRO DA SILVA;ARARAQUARA;ARARAQUARA;6.45;;
22100;35022100;ABDALLA MIGUEL;TAQUARITINGA;TABATINGA;;3.50;3.06
22123;35022123;LETICIA DE GODOY BUENO DE CARVALHO LOPES PROFA;ARARAQUARA;ARARAQUARA;;4.53;3.93
22135;35022135;ADOLPHO THOMAS DE AQUINO;ARARAQUARA;MOTUCA;;;3.74
22147;35022147;LEA DE FREITAS MONTEIRO PROFA;ARARAQUARA;ARARAQUARA;;2.86;2.44
22159;35022159;ANTONIO LOURENCO CORREA;ARARAQUARA;ARARAQUARA;6.86;;
22160;35022160;JOAO BATISTA DE OLIVEIRA;ARARAQUARA;ARARAQUARA;;3.91;2.95
22214;35022214;BENEDITO PEREIRA CARDOSO PROFESSOR;BARRETOS;BARRETOS;;3.84;3.10
22238;35022238;ENOCH GARCIA LEAL;BARRETOS;GUAIRA;;3.84;3.07
22263;35022263;ALMEIDA PINTO;BARRETOS;BARRETOS;;4.04;3.62
22287;35022287;ALEXANDRE DE AVILA BORGES;BARRETOS;JABORANDI;;;2.42
22329;35022329;PAULINA NUNES DE MORAES PROFESSORA;BARRETOS;BARRETOS;;3.21;2.36
22330;35022330;GALDINO DE CASTRO;RIBEIRAO PRETO;CAJURU;;2.69;2.78
22342;35022342;ALICE FONTOURA DE ARAUJO DONA;BARRETOS;COLOMBIA;;;2.74
22354;35022354;MARIO VIEIRA MARCONDES;BARRETOS;BARRETOS;;3.66;1.92
22391;35022391;SILVESTRE DE LIMA CORONEL;BARRETOS;BARRETOS;;3.60;2.25
22421;35022421;DALVA LELLIS GARCIA PRADO PROFA;BARRETOS;GUAIRA;;2.97;2.81
22433;35022433;ZEZINHO PORTUGAL;BARRETOS;GUAIRA;;3.79;3.49
22445;35022445;AYMORE DO BRASIL PROFESSOR;BARRETOS;BARRETOS;;4.06;
22457;35022457;MACEDO SOARES EMBAIXADOR;BARRETOS;BARRETOS;;;4.21
22469;35022469;ANTONIO OLYMPIO DOUTOR;BARRETOS;BARRETOS;;3.84;3.19
22494;35022494;MARIA FALCONI DE FELICIO;SERTAOZINHO;PITANGUEIRAS;;3.61;2.40
22500;35022500;ANSELMO BISPO DOS SANTOS;JABOTICABAL;TAIACU;;3.76;3.09
22512;35022512;BENEDITO ORTIZ CORONEL;JABOTICABAL;TAIUVA;;4.09;3.20
22559;35022559;DOLORES MARTINS DE CASTRO PROFESSORA;SERTAOZINHO;PONTAL;;4.76;4.18
22561;35022561;JOSEPHA CASTRO PROFESSORA;SERTAOZINHO;PONTAL;;3.65;
22573;35022573;ADELIA FRASCINO DONA;SERTAOZINHO;PONTAL;;;3.32
22585;35022585;ODULFO DE OLIVEIRA GUIMARAES;SERTAOZINHO;VIRADOURO;;4.81;3.41
22603;35022603;ABILIO MANOEL;JABOTICABAL;BEBEDOURO;;4.76;4.98
22627;35022627;JOSE FRANCISCO PASCHOAL;JABOTICABAL;BEBEDOURO;;2.85;1.66
22639;35022639;MARIA ELYDE MONACO DOS SANTOS PROFESSORA;SERTAOZINHO;TERRA ROXA;;;2.67
22640;35022640;ORMINDA GUIMARAES COTRIM;SERTAOZINHO;PITANGUEIRAS;;3.78;3.15
22652;35022652;ELISIO DE CASTRO DOUTOR;JABOTICABAL;TAQUARAL;;3.94;2.56
22664;35022664;DOMINGOS PARO;SERTAOZINHO;PITANGUEIRAS;;3.28;2.90
22676;35022676;DOLORES BELEM NOVAES PROFESSORA;SERTAOZINHO;PONTAL;;2.82;2.60
22697;35022697;NENA GIANNASI BUCK PROFESSORA;JABOTICABAL;MONTE AZUL PAULISTA;;3.70;3.29
22706;35022706;VILLA LOBOS MAESTRO;TAQUARITINGA;PIRANGI;;4.16;4.00
22724;35022724;PARAISO CAVALCANTI DOUTOR;JABOTICABAL;BEBEDOURO;;3.14;2.90
22731;35022731;GUSTAVO FERNANDO KUHLMANN;JABOTICABAL;BEBEDOURO;;3.81;3.78
22755;35022755;MAURICIO MONTECCHI;SERTAOZINHO;PITANGUEIRAS;;4.27;3.18
22767;35022767;ABILIO ALVES MARQUES;JABOTICABAL;BEBEDOURO;;3.62;3.23
22779;35022779;CAETANO PETRAGLIA;FRANCA;FRANCA;7.13;;
22780;35022780;AMALIA PIMENTEL PROFA;FRANCA;FRANCA;6.75;;
22792;35022792;JOAO MARCIANO DE ALMEIDA DR;FRANCA;FRANCA;;4.49;3.67
22809;35022809;OTAVIO MARTINS DE SOUZA PROF;FRANCA;FRANCA;;2.55;2.55
22822;35022822;CARMEM MUNHOZ COELHO PROFA;FRANCA;FRANCA;;3.33;2.88
22834;35022834;SUZANA RIBEIRO SANDOVAL PROFA;FRANCA;FRANCA;6.15;;
22846;35022846;ANA MARIA JUNQUEIRA PROFA;FRANCA;FRANCA;;3.28;2.48
22858;35022858;JOSE DOS REIS MIRANDA FILHO PROFESSOR;FRANCA;FRANCA;7.79;;
22861;35022861;JOAO DE FARIA;FRANCA;CRISTAIS PAULISTA;;;2.59
22871;35022871;ORLIK LUZ DR;FRANCA;FRANCA;;3.43;1.76
22895;35022895;FRANCISCO MARTINS CORONEL;FRANCA;FRANCA;6.69;;
22901;35022901;ANTONIO BARREIROS PROFESSOR;RIBEIRAO PRETO;ALTINOPOLIS;;4.04;2.54
22913;35022913;ANGELO SCARABUCCI;FRANCA;FRANCA;;4.55;3.76
22925;35022925;SILVIO DE ALMEIDA;RIBEIRAO PRETO;BATATAIS;;2.71;4.50
22937;35022937;DAVID CARNEIRO EWBANK;FRANCA;FRANCA;;4.64;3.29
22949;35022949;WASHINGTON LUIZ DOUTOR;RIBEIRAO PRETO;BATATAIS;;3.87;2.41
22950;35022950;DANTE GUEDINE FILHO PROF;FRANCA;FRANCA;;4.12;
22962;35022962;JOAQUIM ALVES FERREIRA MONSENHOR;RIBEIRAO PRETO;BATATAIS;7.23;;
22986;35022986;HOMERO ALVES;FRANCA;FRANCA;;5.19;
23000;35023000;CANDIDO PORTINARI;RIBEIRAO PRETO;BATATAIS;;3.61;2.82
23024;35023024;MACIEL DE CASTRO JUNIOR;FRANCA;SAO JOSE DA BELA VISTA;;2.48;2.15
23036;35023036;MACARIO DE ALMEIDA CONEGO;RIBEIRAO PRETO;SANTO ANTONIO DA ALEGRIA;;3.44;3.23
23048;35023048;ISAAC VILELA DE ANDRADE;FRANCA;RESTINGA;;;2.37
23059;35023059;HENRIQUE LESPINASSE PROF;FRANCA;ITIRAPUA;;3.03;2.05
23073;35023073;JORGE FALEIROS;FRANCA;PATROCINIO PAULISTA;;3.22;3.02
23097;35023097;ARTUR BELEM JUNIOR;FRANCA;PEDREGULHO;;3.92;
23103;35023103;JOSE VICENTE MACHADO NETTO DR;FRANCA;PEDREGULHO;;2.68;2.39
23115;35023115;BARAO DE FRANCA;FRANCA;FRANCA;7.80;;
23127;35023127;TORQUATO CALEIRO;FRANCA;FRANCA;;4.00;3.08
23139;35023139;OLIVIO PEIXOTO PROF;FRANCA;JERIQUARA;;;1.92
23140;35023140;JOSE RIBEIRO DE BARROS PROF;FRANCA;PEDREGULHO;;3.12;2.51
23152;35023152;NENE LOURENCO;FRANCA;RIBEIRAO CORRENTE;;;3.22
23164;35023164;HENRIQUETA RIVERA MIRANDA PROFA;FRANCA;RIFAINA;;3.68;2.88
23176;35023176;MARIO D ELIA;FRANCA;FRANCA;;5.23;4.39
23206;35023206;JERONIMO BARBOSA SANDOVAL;FRANCA;FRANCA;;4.55;
23218;35023218;WILLIAN AMIN DOUTOR;SAO JOAQUIM DA BARRA;MIGUELOPOLIS;;;3.21
23231;35023231;MARTINHO SYLVIO BIZUTTI PROFESSOR;SAO JOAQUIM DA BARRA;IGARAPAVA;;;2.06
23310;35023310;RONDON MARECHAL;SAO JOAQUIM DA BARRA;GUARA;;;2.31
23334;35023334;FABIO JOSE DE ARAUJO;SAO JOAQUIM DA BARRA;ARAMINA;;3.62;1.78
23358;35023358;FRANCISCO RIBEIRO SOARES JUNIOR;SAO JOAQUIM DA BARRA;BURITIZAL;;;3.52
23383;35023383;ANTONIO JUSTINO FALLEIROS CAPITAO;SAO JOAQUIM DA BARRA;ITUVERAVA;;;2.39
23462;35023462;ESTEVAM FERRI PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;;3.04
23486;35023486;ISAIAS JOSE FERREIRA DOUTOR;SERTAOZINHO;SERTAOZINHO;;3.68;2.14
23516;35023516;CONSTANTE OMETTO;JABOTICABAL;PRADOPOLIS;;;2.99
23528;35023528;NESTOR GOMES DE ARAUJO PROFESSOR;SERTAOZINHO;DUMONT;;;2.59
23541;35023541;JOAQUIM BATISTA DOUTOR;JABOTICABAL;JABOTICABAL;;3.32;2.79
23553;35023553;BRUNO PIERONI PROFESSOR;SERTAOZINHO;SERTAOZINHO;;;4.06
23565;35023565;AURELIO ARROBAS MARTINS;JABOTICABAL;JABOTICABAL;;3.42;3.13
23577;35023577;LUIZ ZACHARIAS DE LIMA DOUTOR;JABOTICABAL;MONTE ALTO;;3.59;2.19
23589;35023589;SALVADOR GOGLIANO JUNIOR PROF;TAQUARITINGA;VISTA ALEGRE DO ALTO;;6.52;4.92
23590;35023590;JOSE PACIFICO;JABOTICABAL;GUARIBA;;;2.35
23607;35023607;WINSTON CHURCHILL;SERTAOZINHO;SERTAOZINHO;;4.41;4.19
23619;35023619;JOSE LUIZ DE SIQUEIRA PROFESSOR;SERTAOZINHO;BARRINHA;;;2.81
23620;35023620;ANTONIO FURLAN JUNIOR DOUTOR;SERTAOZINHO;SERTAOZINHO;;4.27;3.68
23668;35023668;JEREMIAS DE PAULA EDUARDO;JABOTICABAL;MONTE ALTO;;3.25;2.92
23711;35023711;LUIZ LATORRACA PROFESSOR;JABOTICABAL;JABOTICABAL;;2.64;2.85
23735;35023735;ROSA MARI DE SOUZA SIMIELLI PROFESSORA;JABOTICABAL;JABOTICABAL;;3.42;2.36
23760;35023760;ANTONIO JOSE PEDROSO PROFESSOR;JABOTICABAL;JABOTICABAL;;4.29;4.60
23796;35023796;FABIO BARRETO;RIBEIRAO PRETO;RIBEIRAO PRETO;4.75;;
23826;35023826;BARROS CONEGO;RIBEIRAO PRETO;RIBEIRAO PRETO;;;4.16
23838;35023838;JOSE ALEIXO DA SILVA PASSOS CORONEL;RIBEIRAO PRETO;BRODOWSKI;;3.24;2.35
23848;35023848;ANTONIO DIEDERICHSEN;RIBEIRAO PRETO;RIBEIRAO PRETO;5.87;;
23851;35023851;ALBERTO SANTOS DUMONT;RIBEIRAO PRETO;RIBEIRAO PRETO;;3.41;2.76
23875;35023875;JOSE LIMA PEDREIRA DE FREITAS PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;5.18;3.05;
23887;35023887;WALTER FERREIRA PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;;4.06;3.36
23899;35023899;GLETE DE ALCANTARA PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;;;1.74
23905;35023905;HERMINIA GUGLIANO PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;6.98;;
23917;35023917;AMELIA DOS SANTOS MUSA PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;;3.02;2.59
23929;35023929;SINHA JUNQUEIRA DONA;RIBEIRAO PRETO;RIBEIRAO PRETO;5.95;;
23930;35023930;ALCIDES CORREA PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;5.50;;3.64
23942;35023942;RUBEN CLAUDIO MOREIRA PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;5.69;4.33;
23954;35023954;JOAO AUGUSTO DE MELLO PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;;2.79;2.09
23966;35023966;FRANCISCO BONFIM;RIBEIRAO PRETO;RIBEIRAO PRETO;5.06;;
23978;35023978;ALBERTO JOSE GONCALVES DOM;RIBEIRAO PRETO;RIBEIRAO PRETO;4.70;3.02;2.83
23985;35023985;MARIO LINS DOUTOR;SERTAOZINHO;JARDINOPOLIS;;;3.75
23991;35023991;JOSE COSTA DEPUTADO;RIBEIRAO PRETO;SERRANA;;3.54;2.94
24016;35024016;FRANCISCO DA CUNHA JUNQUEIRA DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;6.11;4.11;2.78
24028;35024028;GUIMARAES JUNIOR DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;;3.79;3.45
24053;35024053;MEIRA JUNIOR DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;6.54;3.74;
24065;35024065;EUGENIA VILHENA DE MORAIS PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;;;2.15
24077;35024077;SEBASTIAO FERNANDES PALMA PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;;;4.69
24089;35024089;ALPHEU DOMINIGUETTI PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;4.79;1.85;2.11
24090;35024090;CID DE OLIVEIRA LEITE PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;;4.81;3.05
24119;35024119;OTONIEL MOTA;RIBEIRAO PRETO;RIBEIRAO PRETO;;;2.19
24120;35024120;EDGARDO CAJADO DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;4.90;4.75;
24132;35024132;GAVINO VIRDES JORNALISTA;JABOTICABAL;GUATAPARA;;;3.32
24144;35024144;PLINIO BERARDO PROFESSOR;SERTAOZINHO;JARDINOPOLIS;;;2.21
24156;35024156;HELY LOPES MEIRELLES;RIBEIRAO PRETO;RIBEIRAO PRETO;;3.28;
24168;35024168;DR THOMAZ ALBERTO WHATELY;RIBEIRAO PRETO;RIBEIRAO PRETO;;;2.45
24193;35024193;JOAO RODRIGUES GUIAO DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;6.52;;
24200;35024200;MESSIAS DA FONSECA DOUTOR;RIBEIRAO PRETO;CAJURU;;2.93;2.17
24211;35024211;RITA FERRAZ CASELLI PROFESSORA;RIBEIRAO PRETO;SANTA CRUZ DA ESPERANCA;;;3.99
24223;35024223;ARTHUR PIRES CORONEL;RIBEIRAO PRETO;LUIS ANTONIO;;;2.41
24235;35024235;SIMAO DA SILVA;RIBEIRAO PRETO;SAO SIMAO;5.12;;
24259;35024259;VIRGILIO GARCIA CAPITAO;RIBEIRAO PRETO;SAO SIMAO;;2.92;2.00
24260;35024260;FRANCISCO GOMES PROFESSOR;RIBEIRAO PRETO;CRAVINHOS;;3.88;3.19
24272;35024272;JOAO DE SOUZA CAMPOS CORONEL;RIBEIRAO PRETO;CRAVINHOS;;3.33;2.82
24284;35024284;NELSON FERNANDES;PIRASSUNUNGA;SANTA RITA DO PASSA QUATRO;;2.94;2.41
24296;35024296;FRANCISCO FERREIRA DE FREITAS;RIBEIRAO PRETO;SERRA AZUL;;3.25;2.58
24302;35024302;TEOFILO SIQUEIRA;RIBEIRAO PRETO;SANTA ROSA DE VITERBO;;4.62;
24314;35024314;FRANCISCO MATARAZZO CONDE;RIBEIRAO PRETO;SANTA ROSA DE VITERBO;;;3.08
24326;35024326;VERGINIO MELLONI;RIBEIRAO PRETO;SANTA ROSA DE VITERBO;;3.94;
24375;35024375;AGENOR MEDEIROS PROFESSOR;RIBEIRAO PRETO;SAO SIMAO;;3.22;2.54
24399;35024399;ABEL DOS REIS;RIBEIRAO PRETO;CASSIA DOS COQUEIROS;;;3.17
24417;35024417;JOSE FERREIRA DA SILVA;SAO CARLOS;DESCALVADO;;;3.35
24430;35024430;ESTERINA PLACCO;SAO CARLOS;SAO CARLOS;;3.07;1.82
24442;35024442;SEBASTIAO DE OLIVEIRA ROCHA PROFESSOR;SAO CARLOS;SAO CARLOS;;4.87;4.73
24454;35024454;LUIZ AUGUSTO DE OLIVEIRA PROFESSOR;SAO CARLOS;SAO CARLOS;8.05;;
24466;35024466;DOM GASTAO BISPO;SAO CARLOS;SAO CARLOS;7.26;;
24478;35024478;JESUINO DE ARRUDA;SAO CARLOS;SAO CARLOS;;3.52;2.90
24485;35024485;JOSE JULIANO NETO PROFESSOR;SAO CARLOS;SAO CARLOS;;4.50;3.15
24491;35024491;ANTONIO ADOLFO LOBBE PROFESSOR;SAO CARLOS;SAO CARLOS;5.77;;
24508;35024508;EDESIO CASTANHO;SAO CARLOS;IBATE;;4.76;2.70
24512;35024512;ALVARO GUIAO DOUTOR;SAO CARLOS;SAO CARLOS;;5.04;3.26
24521;35024521;EUGENIO FRANCO;SAO CARLOS;SAO CARLOS;6.64;;
24533;35024533;SALLES JUNIOR DOUTOR;SAO CARLOS;DOURADO;;3.82;2.77
24545;35024545;FULVIO MORGANTI;SAO CARLOS;IBATE;;3.86;2.50
