CODIGO CIE;CODIGO INEP;ESCOLA;DIRETORIA;MUNICIPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO
41105;35041105;SYLVIA MAFRA MACHADO PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;;2.03;1.63
41117;35041117;IRACEMA BRASIL DE SIQUEIRA PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;;3.57;
41129;35041129;RUBENS MERCADANTE DE LIMA PROFESSOR DOUTOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;3.33;3.67
41130;35041130;NARCISO YAGUE GUIMARAES VEREADOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;2.92;1.92
41142;35041142;THIMOTEO VAN DEN BROECK FREI;MOGI DAS CRUZES;MOGI DAS CRUZES;5.00;3.13;
41154;35041154;SILVIA GAMA BALABEN PROFESSORA;ITAQUAQUECETUBA;POA;;3.60;2.31
41166;35041166;JUSTINO MARCONDES RANGEL PROFESSOR;SUZANO;FERRAZ DE VASCONCELOS;;3.20;2.25
41178;35041178;OSWALDO LACERDA GOMES CARDIM PROFESSOR;DIADEMA;DIADEMA;;3.73;3.05
41185;35041185;ANA MARIA POPPOVIC;DIADEMA;DIADEMA;;3.71;2.81
41191;35041191;RODRIGO SOARES JUNIOR JORNALISTA;DIADEMA;DIADEMA;6.57;;
41221;35041221;ISAMO SERIKIYAKU PROFESSOR;MAUA;MAUA;5.63;4.55;
41233;35041233;MARIO ALEXANDRE FARO NIERI;MAUA;RIBEIRAO PIRES;6.24;5.19;
41245;35041245;DI CAVALCANTI;MAUA;RIBEIRAO PIRES;;3.97;
41257;35041257;FAUSTINA PINHEIRO SILVA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;4.52;
41269;35041269;DOMINGOS PEIXOTO DA SILVA PROFESSOR;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3.09;1.25
41270;35041270;JULIETA VIANNA SIMOES DE SANT ANNA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3.36;3.75
41282;35041282;MARIA OSORIO TEIXEIRA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3.26;2.17
41294;35041294;JEAN PIAGET;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;4.14;
41300;35041300;NAIL FRANCO DE MELLO BONI PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3.06;2.29
41324;35041324;NIDELSE MARTINS DE ALMEIDA PROFESSORA;CARAPICUIBA;CARAPICUIBA;5.29;;
41336;35041336;JOAO GARCIA DE HARO PROFESSOR;CARAPICUIBA;CARAPICUIBA;4.79;3.05;2.01
41348;35041348;BASILIO BOSNIAC;CARAPICUIBA;CARAPICUIBA;5.99;4.03;2.89
41373;35041373;JOAO BATISTA SOLDE;ITAPEVI;JANDIRA;;2.57;1.94
41385;35041385;MOACIR THOMAZ DA SILVA;ITAPEVI;JANDIRA;;2.97;2.50
41439;35041439;OSWALDINA SANTOS PROFA;APIAI;APIAI;4.56;3.40;2.71
41440;35041440;HERMINIA DA SILVEIRA MELLO DONA;APIAI;BARRA DO CHAPEU;;3.90;3.36
41452;35041452;ANEZIA AMORIM MARTINS PROFA;APIAI;ITAOCA;6.52;5.45;2.92
41488;35041488;CANDIDO DE MOURA PROF;MOGI MIRIM;ITAPIRA;;3.78;2.67
41497;35041497;CARLOS LIMA DIAS DOUTOR;SAO JOAO DA BOA VISTA;MOCOCA;;4.21;3.47
41506;35041506;ABELARDO CESAR DOUTOR;SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;4.23;2.90;
41531;35041531;JENNY DE TOLEDO PIZA SCHROEDER PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;;1.73;1.63
41592;35041592;ALAY JOSE CORREA VEREADOR;REGISTRO;REGISTRO;;3.79;2.73
41609;35041609;SANTO DIAS DA SILVA;SUL 3;SAO PAULO;;3.35;2.46
41610;35041610;LAMIA DEL CISTIA;SANTOS;GUARUJA;4.07;2.81;
41634;35041634;MARIA DULCE MENDES PROFESSORA;SAO VICENTE;SAO VICENTE;;2.84;2.32
41646;35041646;WALDEMAR DE FREITAS ROSA PROFESSOR;SOROCABA;SOROCABA;6.09;;
41658;35041658;GUMERCINDO GONCALVES;SOROCABA;SOROCABA;7.45;;
41661;35041661;NELSON STROILI PROFESSOR;LIMEIRA;RIO CLARO;;3.81;0.53
41671;35041671;AMADOR ARRUDA MENDES PROF;LESTE 4;SAO PAULO;5.95;;
41683;35041683;OTTO DE BARROS VIDAL PROFESSOR;NORTE 1;SAO PAULO;5.47;;
41695;35041695;GUILHERME GIORGI COMENDADOR;LESTE 5;SAO PAULO;5.02;3.39;
41701;35041701;MARIA LOURDES ROSARIO NEGREIROS PROFA;LESTE 4;SAO PAULO;5.70;;
41713;35041713;JOSE DE OLIVEIRA ORLANDI;LESTE 4;SAO PAULO;;3.25;2.32
41725;35041725;MARIA FERRAZ DE CAMPOS PROFA;LESTE 4;SAO PAULO;4.36;3.39;1.95
41737;35041737;FLAVIO JOSE OSORIO NEGRINI PROFESSOR;SUL 1;SAO PAULO;;3.48;1.65
41749;35041749;ALBERTO BADRA DOUTOR;SUL 2;SAO PAULO;5.99;;
41750;35041750;DUGLAS TEIXEIRA MONTEIRO PROFESSOR;SUL 1;SAO PAULO;5.57;3.54;3.25
41762;35041762;MARIA JUVENAL HOMEM DE MELLO PROFA;SUL 3;SAO PAULO;;3.35;2.37
41774;35041774;EMILIO WARWICK KERR PASTOR;SUL 3;SAO PAULO;6.24;4.29;2.81
41786;35041786;JOSEPHINA CINTRA DAMIAO PROFESSORA;SUL 2;SAO PAULO;4.23;3.27;1.98
41798;35041798;ERODICE PONTES DE QUEIROZ REV;SUL 3;SAO PAULO;4.25;2.67;1.94
41804;35041804;SAMUEL WAINER;SUL 3;SAO PAULO;;3.21;2.16
41836;35041836;ISAURA VALENTINI HANSER PROFA;CAIEIRAS;CAIEIRAS;;2.94;2.14
41853;35041853;AFONSO MORENO;CAIEIRAS;FRANCISCO MORATO;;3.29;2.12
41889;35041889;CARLOS GIULIETTO;GUARULHOS NORTE;GUARULHOS;6.76;;
41890;35041890;GLAUBER ROCHA;GUARULHOS NORTE;GUARULHOS;6.29;;
41907;35041907;BENEDITO MANOEL DOS SANTOS;JACAREI;ARUJA;;4.37;
41919;35041919;SEBASTIAO WALTER FUSCO;GUARULHOS SUL;GUARULHOS;;3.24;2.37
41920;35041920;LICINIO CARPINELLI PROFESSOR;GUARULHOS SUL;GUARULHOS;;2.56;2.11
41932;35041932;ARY JORGE ZEITUNE PROFESSOR;GUARULHOS NORTE;GUARULHOS;;3.60;2.48
41944;35041944;ENEDINA GOMES DE FREITAS PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;;2.80;2.09
41956;35041956;ANTONIO RODRIGUES DE ALMEIDA;SUZANO;SUZANO;6.01;3.97;
41968;35041968;OLINDA FURTADO DE ALBUQUERQUE CAVALCANTE PROFESSORA;MAUA;MAUA;5.54;;
41973;35041973;MARLENE CAMARGO RIBEIRO PROFESSORA;MAUA;MAUA;;3.65;3.23
41981;35041981;FRANCISCO LOURENCO DE MELO PROFESSOR;MAUA;RIO GRANDE DA SERRA;6.01;4.23;3.63
41993;35041993;EDMUNDO LUIZ DE NOBREGA TEIXEIRA;MAUA;RIO GRANDE DA SERRA;5.72;2.85;2.77
42006;35042006;JUAREZ TAVORA MARECHAL;SANTO ANDRE;SANTO ANDRE;;3.42;2.51
42031;35042031;SANTA DALMOLIN DEMARCHI;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;4.10;2.57
42043;35042043;PALMIRA GRASSIOTTO FERREIRA DA SILVA PROF;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2.76;1.81
42055;35042055;BRAZILIA TONDI DE LIMA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3.75;2.00
42067;35042067;MARIA CATHARINA COMINO;TABOAO DA SERRA;TABOAO DA SERRA;;3.66;3.62
42092;35042092;MARIA GEMMA DE SOUZA OLIVEIRA PROFESSORA;CARAGUATATUBA;ILHABELA;;;2.66
42110;35042110;ARTHUR DE CAMPOS GONCALVES PROFESSOR;SANTOS;GUARUJA;4.76;;
42122;35042122;LUCAS NOGUEIRA GARCEZ PROFESSOR;SANTOS;GUARUJA;;2.94;2.56
42134;35042134;IDALINO PINEZ PROFESSOR;SANTOS;GUARUJA;4.21;;
42146;35042146;WALDEMAR DA SILVA RIGOTTO PROFESSOR;SANTOS;GUARUJA;;;2.59
42161;35042161;CARMEN MIRANDA;SAO VICENTE;PERUIBE;;;4.88
42171;35042171;VILMA CATHARINA MOSCA LEONE PROFESSORA;SAO VICENTE;PRAIA GRANDE;;;1.94
42195;35042195;BALNEARIO DAS PALMEIRAS;SAO VICENTE;PRAIA GRANDE;;4.78;2.89
42250;35042250;JOSE PINTO MARCONDES PESTANA PROFESSOR;PINDAMONHANGABA;PINDAMONHANGABA;;;3.00
42274;35042274;WILSON PIRES CESAR PROFESSOR;PINDAMONHANGABA;PINDAMONHANGABA;;3.95;2.85
42286;35042286;ADHERBAL DE CASTRO PROF;JACAREI;JACAREI;;3.78;2.72
42298;35042298;GERALDO MARTINS DOS SANTOS PROFESSOR;TAUBATE;PARAIBUNA;;3.07;3.39
42304;35042304;DORIVAL MONTEIRO DE OLIVEIRA PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;;2.57
42316;35042316;MALBA THEREZA FERRAZ CAMPANER PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6.70;3.79;3.00
42328;35042328;NELSON DO NASCIMENTO MONTEIRO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;;5.02
42336;35042336;DOMINGOS DE MACEDO CUSTODIO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;5.64;2.95;
42341;35042341;ROQUE PASSARELLI PROFESSOR;TAUBATE;CACAPAVA;;4.62;3.40
42389;35042389;PERY GUARANY BLACKMAN PROF;ITU;ITU;;4.83;3.76
42419;35042419;ELZA SALVESTRO BONILHA PROFESSORA;SOROCABA;SOROCABA;4.22;2.78;2.26
42420;35042420;RENATO SENECA DE SA FLEURY PROFESSOR;SOROCABA;SOROCABA;;6.21;
42444;35042444;MARINA GROHMANN SOARES FERNANDES PROFESSORA;SOROCABA;SOROCABA;5.92;;
42468;35042468;CLOTILDE BELINE CAPITANI PROFESSORA;VOTORANTIM;VOTORANTIM;;3.33;3.12
42473;35042473;CONSTANTINO AUGUSTO PINKE PROF;AMERICANA;AMERICANA;;4.28;2.86
42481;35042481;MARCELINO TOMBI PROF;AMERICANA;AMERICANA;7.01;;
42500;35042500;LUIZ CAMPO DALL ORTO SOBRINHO;SUMARE;SUMARE;;;3.81
42523;35042523;LUIS HENRIQUE MARCHI PROFESSOR;SUMARE;SUMARE;5.49;4.11;3.43
42547;35042547;ZORAIDE PROENCA KAYSEL PROFESSORA;SUMARE;SUMARE;5.49;5.17;
42559;35042559;VITO CARMINE CERBASI PROFESSOR;SUMARE;SUMARE;;4.18;4.33
42560;35042560;MARIA CHEILA ALVES PROFESSORA;SUMARE;SUMARE;;4.07;
42572;35042572;ANTONIO DO VALLE SOBRINHO;SUMARE;SUMARE;5.61;3.38;3.13
42584;35042584;JOSE PIRES ALVIM;BRAGANCA PAULISTA;ATIBAIA;;5.18;3.32
42602;35042602;AUGUSTA DO AMARAL PECANHA PROFESSORA;BRAGANCA PAULISTA;PIRACAIA;;4.55;4.18
42614;35042614;NEWTON SILVA TELLES PROFESSOR;CAMPINAS LESTE;CAMPINAS;5.83;;
42626;35042626;SEBASTIAO RAMOS NOGUEIRA PROFESSOR;CAMPINAS LESTE;CAMPINAS;;;3.23
42638;35042638;NELI HELENA ASSIS DE ANDRADE PROFESSORA;CAMPINAS OESTE;CAMPINAS;5.49;;
42648;35042648;VITORIO JOSE ANTONIO ZAMARION PROFESSOR;CAMPINAS LESTE;CAMPINAS;8.23;;
42651;35042651;HILTON FEDERICI PROFESSOR;CAMPINAS LESTE;CAMPINAS;;3.81;3.37
42705;35042705;MARIA JOSE MAIA DE TOLEDO PROFA;JUNDIAI;JUNDIAI;;3.25;
42730;35042730;CUSTODIO ANGELO DE LIMA DOUTOR;PIRASSUNUNGA;LEME;;4.22;
42742;35042742;JOSE NOGUEIRA DE BARROS PROFESSOR;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;;3.48;
42754;35042754;FRANCISCO DIAS PASCHOAL PROFESSOR;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;;3.11;2.45
42778;35042778;ALZIRA DIAS DE TOLEDO PIZA PROFA;ARARAQUARA;AMERICO BRASILIENSE;;2.98;2.62
42808;35042808;IOLANDA RIBEIRO NOVAIS PROFA;FRANCA;FRANCA;6.53;;
42870;35042870;RAFAEL LEME FRANCO PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;;4.01;3.13
42882;35042882;ROMUALDO MONTEIRO DE BARROS PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;4.26;2.46;1.77
42894;35042894;CONDE DO PINHAL;SAO CARLOS;SAO CARLOS;;6.42;4.35
42900;35042900;JULIO ASCANIO MALLET PROF;TAQUARITINGA;ITAPOLIS;6.77;;
42936;35042936;ARMINDA SBRISSIA IRMA;BAURU;BAURU;;2.46;1.98
42959;35042959;FRANCISCO FERREIRA DELGADO JUNIOR CONEGO;JAU;BARRA BONITA;;3.65;2.93
43023;35043023;ARMELINDO FERRARI;FERNANDOPOLIS;FERNANDOPOLIS;;3.72;3.20
43047;35043047;LEONOR DA SILVA CARRAMONA PROFESSORA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;4.74;
43059;35043059;MARIA GALANTE NORA PROFESSORA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;3.60;2.92
43102;35043102;LYDIA HELENA FRANDSEN STUHR PROFESSORA;BIRIGUI;BIRIGUI;;3.75;3.09
43114;35043114;ESTER EUNICE ALMEIDA FARIA DE OLIVEIRA PROFESSORA;PENAPOLIS;PENAPOLIS;;3.89;4.24
43138;35043138;MARCIO DE SOUZA E MELLO MARECHAL DO AR;PRESIDENTE PRUDENTE;ALVARES MACHADO;;;1.99
43148;35043148;PLACIDIO BRAGA NOGUEIRA PROFESSOR;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;;4.20;
43151;35043151;CLOTILDE VEIGA DE BARROS PROFESSORA;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;;3.09;2.33
43205;35043205;JARDIM SAO FRANCISCO;ASSIS;CANDIDO MOTA;4.93;;
43230;35043230;MARIA ANGELA BATISTA DIAS PROFA;ASSIS;PARAGUACU PAULISTA;;;2.72
43242;35043242;ANTONIO REGINATO PROF;MARILIA;MARILIA;;4.37;3.42
43254;35043254;JOSE ALFREDO DE ALMEIDA;MARILIA;MARILIA;;3.23;1.84
43266;35043266;APARECIDA LOPES RAMOS PROFA;MARILIA;ORIENTE;4.25;;
43278;35043278;GENI CUNHA;REGISTRO;CANANEIA;;2.84;2.51
43291;35043291;JOSE PACHECO LOMBA;REGISTRO;REGISTRO;;3.88;3.27
43308;35043308;JOSE AMERICO DE ALMEIDA DOUTOR;CENTRO OESTE;SAO PAULO;5.49;;
43312;35043312;BOM PASTOR;GUARULHOS NORTE;GUARULHOS;6.99;4.02;
43321;35043321;JOAO DE MELO MACEDO;DIADEMA;DIADEMA;5.05;3.91;2.34
43333;35043333;NERCY AMELIA MARTELINI DAHER PROFESSORA;ITAPEVI;PIRAPORA DO BOM JESUS;;;2.09
43345;35043345;MILTON BORGES YPIRANGA;SANTOS;GUARUJA;;2.36;1.92
43357;35043357;ROSELIA BRAGA XAVIER PROFESSORA;SAO VICENTE;ITANHAEM;;3.71;2.08
43369;35043369;LUIZ PAGLIATO;APIAI;GUAPIARA;;3.34;2.18
43394;35043394;JOSE DA CONCEICAO HOLTZ PROF;ITAPETININGA;ITAPETININGA;;4.43;3.52
43412;35043412;GERSON DE BARROS MARGARIDO PROFESSOR;ITAPEVA;ITAPEVA;;;3.11
43497;35043497;ANTONIO CORDEIRO PROFESSOR;SOROCABA;SOROCABA;;2.90;2.36
43515;35043515;ROMEU DE CAMPOS VERGAL DEP;MOGI MIRIM;SERRA NEGRA;4.65;;
43539;35043539;OROZIMBO SOSTENA PROFESSOR;JUNDIAI;JUNDIAI;;4.18;2.85
43540;35043540;LUISA ROLFSEN PETRILLI PROFA;ARARAQUARA;ARARAQUARA;6.57;;
43552;35043552;JOAO DOMINGOS MADEIRA PROFESSOR;JABOTICABAL;BEBEDOURO;;2.50;2.27
43576;35043576;PEDRO AMAURI SILVA PROFESSOR;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;5.89;;
43588;35043588;GRAZIELA MALHEIRO FORTES PROFESSORA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;;3.77;
43597;35043597;AZARIAS LEITE;BAURU;BAURU;;3.45;3.03
43631;35043631;PORTO PRIMAVERA;MIRANTE DO PARANAPANEMA;ROSANA;9.73;3.48;4.04
43655;35043655;ORACINA CORREA DE MORAES RODINE PROFA;MARILIA;MARILIA;;3.97;2.35
43679;35043679;WANDA HELENA TOPPAN NOGUEIRA PROFA;MARILIA;MARILIA;;3.55;
43722;35043722;OSWALDO ARANHA BANDEIRA DE MELLO PROF;LESTE 4;SAO PAULO;5.14;;
43734;35043734;MATTATHIAS GOMES DOS SANTOS REV;LESTE 2;SAO PAULO;6.06;3.22;1.93
43746;35043746;FRANCISCO DE ASSIS PIRES CORREA PROFESSOR;LESTE 3;SAO PAULO;;3.50;2.20
43761;35043761;JOAO CRUZ COSTA PROFESSOR;CENTRO OESTE;SAO PAULO;5.39;;
43771;35043771;JULIA DELLA CASA PAULA PROFESSORA;SUL 1;SAO PAULO;;2.16;1.75
43795;35043795;JOSE AYUMAR GONCALVES DE MIRANDA PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;2.89;2.53
43825;35043825;ESTANCIA PARAISO;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3.39;
43849;35043849;SADA UMEIZAWA PROFESSORA;MAUA;MAUA;6.80;2.75;2.76
43850;35043850;CARLOS DIAS DE SANT ANNA PROFESSOR;CARAPICUIBA;COTIA;;4.28;
43862;35043862;REPUBLICA DA COSTA RICA;CARAPICUIBA;COTIA;;2.63;2.64
43886;35043886;JOSE THEOTONIO DOS SANTOS PROFESSOR;ITAPEVI;ITAPEVI;;4.02;2.81
43916;35043916;AMACIO MAZZAROPI;TAUBATE;TAUBATE;;;3.30
43928;35043928;JORGE DUPRAT FIGUEIREDO;LESTE 4;SAO PAULO;;3.33;2.55
43936;35043936;MARIO LOPES LEAO DR;SUL 3;SAO PAULO;;3.74;2.49
43941;35043941;JACOB THOMAZ ITAPURA DE MIRANDA PROF;SUL 3;SAO PAULO;6.10;;
43953;35043953;HERCULANO DE FREITAS PROFESSOR;SUL 2;SAO PAULO;;2.99;1.85
43965;35043965;ELISIARIO MARTINS DE MELLO PROF;ITAPETININGA;ITAPETININGA;7.94;5.27;
43977;35043977;JOSE CARLOS PRESTES PROFESSOR;MOGI DAS CRUZES;BIRITIBA-MIRIM;;;2.51
43989;35043989;NANCI CRISTINA DO ESPIRITO SANTO PROFESSORA;ITAQUAQUECETUBA;POA;;3.04;3.25
43990;35043990;CICERO ANTONIO DE SA RAMALHO PROFESSOR;ITAQUAQUECETUBA;ITAQUAQUECETUBA;6.90;2.33;1.43
44027;35044027;AMELIA MONCON RAMPONI PROFESSORA;SUL 1;SAO PAULO;5.49;;
44040;35044040;FANNY ALTAFIM MACIEL PROFESSORA;JAU;MACATUBA;;3.85;2.48
44064;35044064;JOSE RANIERI PROF;BAURU;BAURU;6.57;;
44076;35044076;MARIA APARECIDA COIMBRA PROFA;BAURU;PRESIDENTE ALVES;7.99;4.65;2.60
44097;35044097;VICENTE PRADO SENADOR;JAU;ITAPUI;;3.85;2.86
44106;35044106;BENEDICTO MONTENEGRO PROFESSOR DOUTOR;JAU;JAU;;2.47;1.42
44167;35044167;ENNY TEREZA LONGO FRACARO PROFA;VOTUPORANGA;VOTUPORANGA;;3.42;2.83
44180;35044180;YVETE GABRIEL ATIQUE PROFESSORA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;5.28;
44261;35044261;ZORAIDE DE CAMPOS HELU PROFESSORA;NORTE 1;SAO PAULO;4.81;1.69;1.25
44271;35044271;NAGIB IZAR;LESTE 5;SAO PAULO;5.33;;
44283;35044283;OCTACILIO DE CARVALHO LOPES PROF;LESTE 4;SAO PAULO;;;2.92
44295;35044295;ORESTES ROSOLIA PROF;LESTE 4;SAO PAULO;;4.04;2.85
44301;35044301;ADOLPHO PLUSKAT PROF;LESTE 2;SAO PAULO;5.88;;1.92
44313;35044313;JOAO PRADO MARGARIDO PROF;LESTE 2;SAO PAULO;;3.40;2.66
44325;35044325;SALIM FARAH MALUF PROFESSOR;LESTE 3;SAO PAULO;4.41;2.98;2.24
44337;35044337;FADLO HAIDAR;LESTE 3;SAO PAULO;;3.40;2.33
44349;35044349;WILSON ROBERTO SIMONINI PROF;LESTE 2;SAO PAULO;;;3.41
44350;35044350;SAMUEL KLABIN;CENTRO OESTE;SAO PAULO;5.02;3.51;
44362;35044362;PEDRO CALIL PADIS PROFESSOR;SUL 1;SAO PAULO;4.76;;
44374;35044374;JOAO ERNESTO FAGGIN DOUTOR;SUL 1;SAO PAULO;;2.43;1.60
44386;35044386;DAVID NASSER JORNALISTA;SUL 2;SAO PAULO;5.38;3.60;3.12
44398;35044398;ANTONIO BERNARDES DE OLIVEIRA PROFESSOR;SUL 2;SAO PAULO;;2.93;2.14
44404;35044404;DAVID ZEIGER;SUL 3;SAO PAULO;;2.90;2.30
44416;35044416;SAVERIO FITTIPALDI;SUL 3;SAO PAULO;6.06;;
44428;35044428;AURELIO CAMPOS DEPUTADO;SUL 3;SAO PAULO;5.11;;
44436;35044436;CARLOS CATTONY;SUL 3;SAO PAULO;5.78;4.16;3.88
44441;35044441;EURIPEDES SIMOES DE PAULA PROF;SUL 3;SAO PAULO;;2.91;2.14
44453;35044453;MARIO ARMINANTE PROF;SUL 3;SAO PAULO;3.99;2.96;1.73
44465;35044465;ANTONIO PEREIRA LIMA DR;SUL 3;SAO PAULO;;2.64;1.88
44490;35044490;JOSE DE SOUZA DR;ASSIS;BORA;;4.91;4.22
44568;35044568;SEBASTIAO MONACO VEREADOR;MARILIA;MARILIA;;3.42;1.99
44573;35044573;OSWALDO MOREIRA DA SILVA PROF;ASSIS;PALMITAL;;2.30;2.54
44600;35044600;OSWALDO SCHIAVON;JABOTICABAL;BEBEDOURO;;4.16;2.82
44623;35044623;NELLY BAHDUR CANO PROFESSORA;JABOTICABAL;MONTE ALTO;;3.01;1.99
44635;35044635;MARIA CONCEICAO RODRIGUES SILVA MAGON PROFESSORA;SERTAOZINHO;SERTAOZINHO;;3.41;3.67
44647;35044647;ORLANDO VITALIANO VEREADOR;RIBEIRAO PRETO;RIBEIRAO PRETO;4.59;3.06;
44659;35044659;OSCAR DE MOURA LACERDA PROFESSOR DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;;;2.54
44660;35044660;DOMINGOS JOAO BAPTISTA SPINELLI PROFESSOR DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;;2.51;1.79
44672;35044672;LAERT JOSE TARALLO MENDES PROF;ARARAQUARA;MATAO;5.19;;
44684;35044684;ARLINDO FANTINI PROFESSOR;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;;1.99;1.77
44696;35044696;MARIA AUDENIR DE CARVALHO PROFESSORA;MIRANTE DO PARANAPANEMA;ROSANA;;;2.86
44748;35044748;ROBERTO CORTE REAL JORNALISTA;CARAPICUIBA;COTIA;;4.00;
44817;35044817;LUIS DA CAMARA CASCUDO;ITAPEVI;JANDIRA;;3.13;2.62
44830;35044830;EDILA COUTINHO PORFIRIO PROFESSORA;TABOAO DA SERRA;EMBU DAS ARTES;6.25;;
44842;35044842;HUGO CAROTINI;TABOAO DA SERRA;EMBU DAS ARTES;4.45;2.97;3.15
44854;35044854;ANTONIO FLORENTINO;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3.61;3.23
44878;35044878;OLIVIA DE FARIA NOGUEIRA;ITAPECERICA DA SERRA;EMBU-GUACU;;3.82;2.67
44885;35044885;FRANCISCO VICENTE LOPES GONCALVES PROFESSOR;TABOAO DA SERRA;TABOAO DA SERRA;;3.95;2.99
44891;35044891;BAIRRO DAS PALMEIRAS;ITAPECERICA DA SERRA;JUQUITIBA;;4.70;2.91
44921;35044921;MYRTHES THEREZINHA ASSAD VILLELA PROFA;ITAPEVI;BARUERI;;;3.00
44933;35044933;MARIO JOAQUIM ESCOBAR DE ANDRADE;ITAPEVI;BARUERI;;;2.65
44945;35044945;JOSE CARLOS DA SILVA JUNIOR;CAIEIRAS;CAIEIRAS;;4.39;2.96
44957;35044957;VINCENZO LOBASSI;CAIEIRAS;FRANCISCO MORATO;;3.73;2.41
44982;35044982;CLAUDIO ABRAHAO PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;3.19;2.53
45007;35045007;CARMEN NETTO DOS SANTOS PROFESSORA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;2.87;1.96
45019;35045019;KAKUNOSUKE HASEGAWA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3.17;1.90
45056;35045056;ESPERANCA DE OLIVEIRA SAAVEDRA DONA;MAUA;MAUA;6.19;;
45068;35045068;MAHATMA GHANDI;MAUA;MAUA;7.63;;
45073;35045073;DIVA GOMES DOS SANTOS PROFESSORA;MAUA;MAUA;6.77;;
45081;35045081;MARIA APARECIDA DAMO FERREIRA;MAUA;MAUA;7.34;4.69;3.16
45093;35045093;VILA MARQUESA DE SANTOS;MAUA;RIBEIRAO PIRES;5.09;;
45100;35045100;DINORAH SILVA DOS SANTOS PROFESSORA;REGISTRO;CANANEIA;;2.84;2.88
45123;35045123;IDALINA DO AMARAL GRACA;CARAGUATATUBA;UBATUBA;;3.47;2.14
45147;35045147;ANTONIO ALVES BERNARDINO;CARAGUATATUBA;CARAGUATATUBA;;3.38;2.44
45160;35045160;AIDA LEDA BAUER DAVIES PROFESSORA;SAO VICENTE;MONGAGUA;;;1.87
45172;35045172;JOSE BATISTA CAMPOS;SAO VICENTE;PERUIBE;;3.06;2.68
45196;35045196;MAGALI ALONSO PROFESSORA;SAO VICENTE;PRAIA GRANDE;;2.85;2.37
45226;35045226;EMILIO IMMOOS PADRE;AVARE;AVARE;;2.78;
45251;35045251;EZEQUIEL CASTANHO PROF;ITAPETININGA;GUAREI;;3.46;
45275;35045275;ESTHER CARPINELLI RIBAS PROFESSORA;ITARARE;ITARARE;;3.61;2.66
45287;35045287;ROGERIO LAZARO TOCCHETON PROF;ITU;ITU;;5.35;4.19
45299;35045299;NAZARIA CIPRIANO DE FREITAS;SAO ROQUE;IBIUNA;;4.21;
45329;35045329;CLEMENTINO VIEIRA CORDEIRO;VOTORANTIM;PIEDADE;;4.18;3.61
45378;35045378;DINAH MOTTA RUNHA PROFA;GUARATINGUETA;GUARATINGUETA;;3.48;3.07
45408;35045408;ISMENIA MONTEIRO DE OLIVEIRA PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;6.44;
45412;35045412;ALCINA MORAES SALLES PROFA;JACAREI;JACAREI;;3.69;2.44
