NOMEDEP;DE;MUN;DISTR;COD_ESC;NOMESC;SITUACAO;TIPOESC;ENDESC;NUMESC;COMPLEND;CEP;BAIESC;ZONA;DS_LONGITUDE;DS_LATITUDE;CODVINC
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;5629;OTTO WEISZFLOG;Ativa;EE;PRESIDENTE TANCREDO DE ALMEIDA NEVES;KM 34;;7705000;MELHORAMENTOS;URBANA;-46,7510643;-23,36501122;
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;5630;WALTHER WEISZFLOG;Ativa;EE;AVENIDA DOS ESTUDANTES;360;AVENIDA;7700625;CENTRO;URBANA;-46,74470139;-23,36510086;
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;5642;NIDE ZAIM CARDOSO PROFA;Ativa;EE;RUA VEREADOR IRACY ROLIM;96;RUA;7600000;N RESIDENCIAL;URBANA;-46,58824921;-23,31411934;
ESTADUAL - SE;CAIEIRAS;FRANCO DA ROCHA;FRANCO DA ROCHA;5666;AZEVEDO SOARES;Ativa;EE;RODOVIA PREFEITO LUIZ SALOMAO CHAMMA;KM 42;ESTRADA;7859340;P ALEGRE;URBANA;-46,7155838;-23,33179665;
ESTADUAL - SE;CAIEIRAS;FRANCO DA ROCHA;FRANCO DA ROCHA;5678;ISAURA DE MIRANDA BOTTO PROFA;Ativa;EE;R TIRADENTES;201;RUA;7849030;VL BAZU;URBANA;-46,72890091;-23,31749916;
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;5685;HERMELINA DE ALBUQUERQUE PASSARELLA PROFA;Ativa;EE;AV TABELIAO PASSARELLA;721;RUA;7600000;CENTRO;URBANA;-46,58858109;-23,31892967;
ESTADUAL - SE;CAIEIRAS;FRANCO DA ROCHA;FRANCO DA ROCHA;5691;RITUCO MITANI PROFA;Ativa;EE;AVENIDA ORLANDO AMOROSO;220;RUA;7851070;JD BENINTENDI;URBANA;-46,71920013;-23,32780075;
ESTADUAL - SE;APIAI;IPORANGA;IPORANGA;5693;BAIRRO DE BOMBAS;Ativa;QUILOMBO;BAIRRO BOMBAS DE BAIXO;SN;;18330000;BOMBAS DE BAIXO;RURAL;-48,67610931;-24,6164608;14321
ESTADUAL - SE;CAIEIRAS;FRANCO DA ROCHA;FRANCO DA ROCHA;5708;DOMINGOS CAMBIAGHI PROF;Ativa;EE;TRAVESSA MARIO CRUZ;SN;AVENIDA;7850320;CENTRO;URBANA;-46,70781708;-23,33417892;
ESTADUAL - SE;CAIEIRAS;FRANCO DA ROCHA;FRANCO DA ROCHA;5712;BENEDITO FAGUNDES MARQUES;Ativa;EE;AV DOS COQUEIROS;SN;AVENIDA;7850320;CENTRO;URBANA;-46,72655106;-23,33239937;
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;5721;PEDRO GALRAO DO NASCIMENTO;Ativa;EE;ESTRADA DO RIO ACIMA;KM 3;;7600000;RIO ACIMA;URBANA;-46,56620026;-23,30389977;
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;5733;ODARICO OLIVEIRA NASCIMENTO PROF;Ativa;EE;ARAO SAHM;KM31,5;;7600000;MAIRIPORA;URBANA;-46,57275009;-23,28056908;
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;5745;PIETRO PETRI;Ativa;EE;RUA JOAO PEDRO MIZIARA;25;CENTRO;7600000;TERRA PRETA;URBANA;-46,58771896;-23,26317978;
ESTADUAL - SE;CAIEIRAS;FRANCO DA ROCHA;FRANCO DA ROCHA;5769;IRACI SARTORI VIEIRA DA SILVA PROFA;Ativa;EE;AV GALES;70;AVENIDA;7847070;VL BELA;URBANA;-46,72320175;-23,31152916;
ESTADUAL - SE;CAIEIRAS;FRANCISCO MORATO;FRANCISCO MORATO;5770;CELESTINA VALENTE LENGENFELDER PROFA;Ativa;EE;R VINTE E UM DE MARCO;495;RUA;7901040;B ESTACAO;URBANA;-46,7479;-23,2841;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;5782;ENNIO CHIESA PROFESSOR;Ativa;EE;MARIANO MANZONI;88;RUA;7093200;JARDIM DOURADO;URBANA;-46,54267883;-23,45889091;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;5794;CAPISTRANO DE ABREU;Ativa;EE;RU CAPITAO GABRIEL;393;RUA;7011010;SEDE;URBANA;-46,53139877;-23,46660042;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;5800;JOAQUIM GARCIA SALVADOR PROFESSOR;Ativa;EE;RUA CATULO DA PAIXAO CEARENSE;242;RUA;7194130;JD AMERICA;URBANA;-46,51131821;-23,44191933;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;5812;MARIA ROSA BROTA PROFESSORA;Ativa;EE;RUA SANTANA CLARA DO OESTE;20;;7083250;JARDIM MOREIRA;URBANA;-46,5475502;-23,43670082;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;5824;CRISPINIANO CONSELHEIRO;Ativa;EE;ARMINDA DE LIMA;57;RUA;7095010;CENTRO;URBANA;-46,53422165;-23,46207047;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;5836;BRASILIA CASTANHO DE OLIVEIRA DONA;Ativa;EE;RUA ANESIO;58;RUA;7097040;JARDIM SANTA MENA;URBANA;-46,54264069;-23,45076942;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;5848;ALBERTO MENDES JR CAPITAO PM;Ativa;EE;PRACA NOSSA SENHORA APARECIDA;125;PRACA;7055000;JARDIM VILA GALVAO;URBANA;-46,55879974;-23,46619987;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;5859;MARIA ANGELICA SOAVE PROFESSORA;Ativa;EE;RUA CORONEL PACHECO;109;RUA;7141100;JARDIM NOVA TABOAO;URBANA;-46,50695038;-23,43124008;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;5861;JOSE SCARAMELLI PROFESSOR;Ativa;EE;PALMEIRAS;776;RUA;7022000;GOPOUVA;URBANA;-46,54232025;-23,47254944;
ESTADUAL - SE;LESTE 5;SAO PAULO;BELEM;5865;CEL JTO A EE LOUREIRO JUNIOR PROFESSOR;Ativa;CEL;PADRE ADELINO;1330;;3303000;QUARTA PARADA;URBANA;-46,58124924;-23,54379654;1375
ESTADUAL - SE;JACAREI;SANTA ISABEL;SANTA ISABEL;5870;CEEJA DE SANTA ISABEL;Ativa;CEEJA;ROZENDO MATHIAS NAZARETH;46;;7500000;PARQUE SAO BENEDITO;URBANA;-46,22499847;-23,31649971;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;5873;CONRADO SIVILA ALSINA PADRE;Ativa;EE;BOM CLIMA;556;AVENIDA;7196220;JARDIM BOM CLIMA;URBANA;-46,51794052;-23,45105934;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;5885;ROTARY;Ativa;EE;AVENIDA SENADOR ADOLF SCHINDLING;361;AVENIDA;7042020;ITAPEGICA;URBANA;-46,55221939;-23,49179077;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;5897;PAULO NOGUEIRA PROFESSOR;Ativa;EE;RUA BARTOLOMEU DE GUSMAO;2;RUA;7024010;JARDIM SANTA FRANCISCA;URBANA;-46,53216184;-23,47453258;
ESTADUAL - SE;BAURU;BAURU;BAURU;5898;JARDIM TANGARAS;Ativa;EE;FRANCISCO MANDALITI;;;17035250;TANGARAS;URBANA;-49,00730133;-22,32361031;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;5903;MARIA HELENA FARIA LIMA E CUNHA;Ativa;EE;ESTRADA DO CABUCU;7800;ESTRADA;7075170;CABUCU;URBANA;-46,56127167;-23,4229908;
ESTADUAL - SE;PIRASSUNUNGA;PIRASSUNUNGA;PIRASSUNUNGA;5904;CENTRO DE EDUCACAO DE JOVENS E ADULTOS DE PIRASSUNUNGA;Ativa;CEEJA;JOSE BONIFACIO;325;;13630010;CENTRO;URBANA;-47,43096924;-21,9979496;
ESTADUAL - SE;VOTUPORANGA;VOTUPORANGA;VOTUPORANGA;5910;CEEJA DE VOTUPORANGA;Ativa;CEEJA;TIBAGI;3352;;15500007;PATRIMONIO NOVO;URBANA;-49,97409439;-20,42748833;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;5915;JOSE ALVES DE CERQUEIRA CESAR;Ativa;EE;AVENIDA SAO LUIZ;484;AVENIDA;7072000;VILA ROSALIA;URBANA;-46,56031036;-23,44923019;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;5927;EMILIA ANNA ANTONIO PROFESSORA;Ativa;EE;RUA MORAS;SN;RUA;7062071;PARQUE SANTO ANTONIO;URBANA;-46,55376053;-23,45933914;
ESTADUAL - SE;LESTE 2;SAO PAULO;JARDIM HELENA;5929;PARQUE JARDIM HELENA;Ativa;EE;KUMAKI AOKI;1390;;8090370;JARDIM HELENA;URBANA;-46,41585922;-23,47924042;
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;PINDAMONHANGABA;5930;BEM VIVER;Ativa;EE;CARLOS LOPES GUEDES FILHO;2625;;12426201;RESIDENCIAL NOVA ESPERANCA;URBANA;-45,50835037;-22,9390831;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;5939;PLINIO PAULO BRAGA PROFESSOR;Ativa;EE;AVENIDA OTAVIO BRAGA DE MESQUITA;3900;AVENIDA;7140230;TABOAO;URBANA;-46,50317001;-23,43181992;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;5940;IRMA CELESTE LAR;Ativa;EE;AVENIDA DOUTOR TIMOTEO PENTEADO;3035;AVENIDA;7061001;TORRES TIBAGI;URBANA;-46,55373001;-23,45266914;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;5964;DULCE BREVES NEVES PROFESSORA;Ativa;EE;RUA ORIXAS;75;RUA;7131410;JD DOS AFONSOS;URBANA;-46,52257156;-23,42921066;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;5976;MARIA HELENA BARBOSA MARTINS PROFESSORA;Ativa;EE;RUA BRASILANDIA;S/N;RUA;7124350;VILA  BREMEN;URBANA;-46,53475952;-23,43020058;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;5988;MARIA LEONI;Ativa;EE;PRACA CARMEM MIRANDA;SN;PRACA;7120153;JD PINHAL;URBANA;-46,52724075;-23,45409966;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;5997;VALDIVINO DE CASTRO PEREIRA;Ativa;EE;TIRADENTES;4148;AVENIDA;7196000;VILA FLORIDA;URBANA;-46,51016998;-23,45286942;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6002;AMARO JOSE DOS SANTOS PASTOR;Ativa;EE;POMBAL;S/N;;7131010;JARDIM SAO PAULO;URBANA;-46,52339935;-23,4389801;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6014;FRANCISCA DE ASSIS FERREIRA NOVAK;Ativa;EE;SANTA MARIA;424;;7191170;VILA NOSSA SENHORA DE FATIMA;URBANA;-46,5065918;-23,45807076;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6026;ANTONIO DE RE VEREADOR;Ativa;EE;RUA DA PENHA;156;RUA;7197130;MACEDO;URBANA;-46,5145607;-23,46165085;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6048;ARY GOMES CORONEL;Ativa;EE;RUA ALEGRE;213;RUA;7053100;VILA SAO RAFAEL;URBANA;-46,55519867;-23,47570038;
ESTADUAL - SE;ITAPECERICA DA SERRA;EMBU-GUACU;EMBU-GUACU;6049;CEL JTO A EE PASCHOAL CARLOS MAGNO;Ativa;CEL;CORONEL LUIZ TENORIO DE BRITO;1000;;6900000;CENTRO;URBANA;-46,81185913;-23,83130074;10285
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6051;JOSE ROBERTO FRIEBOLIN PROFESSOR;Ativa;EE;BAHIA;392;RUA;7072200;VILA ROSALIA;URBANA;-46,55606079;-23,44477081;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6063;FREDERICO DE BARROS BROTERO PROFESSOR;Ativa;EE;RUA JAIMINHO;82;RUA;7095150;VILA PROGRESSO;URBANA;-46,53430939;-23,4579792;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6075;ERICO VERISSIMO;Ativa;EE;RUA PORTUGUESA;394;RUA;7041050;VILA ENDRES;URBANA;-46,54930115;-23,48502922;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6087;GENOEFA D AQUINO PACITTI PROFESSORA;Ativa;EE;RUA OLIMPIO MARTINS;121;RUA;7076030;JARDIM PALMIRA;URBANA;-46,56359863;-23,4326992;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6099;JUVENAL RAMOS BARBOSA;Ativa;EE;RUA MARCOS ANTONIO LIOTTA;114;RUA;7080100;JARDIM ROSA DE FRANCA;URBANA;-46,54859924;-23,44619942;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6105;CARLOS MACHADO BITENCOURT MARECHAL;Ativa;EE;RUA MADALENA RAMPINELLI;39;RUA;7033110;PONTE GRANDE;URBANA;-46,55433273;-23,50016975;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6117;PAULO ROLIM LOUREIRO DOM;Ativa;EE;AVENIDA DOMINGOS FANGANIELLO;251;AVENIDA;7032060;PONTE GRANDE;URBANA;-46,54912949;-23,50311089;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6129;FRANCISCA BATISTA TRINDADE PROFESSORA;Ativa;EE;RUA PAULO JOSE BAZZANI;9;RUA;7113030;MACEDO;URBANA;-46,51726913;-23,46656036;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6130;JOSE SYLVIO CIMINO PROFESSOR;Ativa;EE;MARTINS;40;ALAMEDA;7134350;JARDIM SANTA EMILIA;URBANA;-46,50989914;-23,42740059;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6142;MILTON CERNACH PROFESSOR;Ativa;EE;RUA SAMURAI;251;VIELA;7160340;JARDIM PARAISO;URBANA;-46,50419998;-23,42140007;
ESTADUAL - SE;BAURU;BAURU;BAURU;6153;CLASSE HOSPITALAR  HOSPITAL ESTADUAL DE BAURU  DR ARNALDO PRADO CURVELLO;Ativa;CLASSE HOSPITALAR;ENGENHEIRO LUIZ EDMUNDO CARRIJO COUBE;1-100;;17033360;NUCLEO RESIDENCIAL PRESIDENTE GEISEL;URBANA;-49,02838135;-22,33875084;25276
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6154;ROBERTO ALVES DOS SANTOS PROFESSOR;Ativa;EE;RUA CARLOS KORKISCHKO;444;RUA;7192200;VILA BARROS;URBANA;-46,5052;-23,4485;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6166;FRANCISCO ANTUNES FILHO;Ativa;EE;RUA PROFESSORA MARIA DEL PILAR MUNHOZ BONONATO;302;RUA;7190029;PARQUE CECAP;URBANA;-46,49610138;-23,47100067;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6178;ODETE FERNANDES PINTO DA SILVA PROFA;Ativa;EE;RUA CHIBATA;126;RUA;7133040;JARDIM BELA VISTA;URBANA;-46,51092148;-23,44077301;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6185;WALDEMAR FREIRE VERAS VEREADOR;Ativa;EE;RUA DOUTOR BRANDAO VERAS;44;RUA;7091150;VILA TIJUCO;URBANA;-46,5388211;-23,4642188;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6208;ALICE CHUERY PROFESSORA;Ativa;EE;RUA ANTONIO CAMARGO;130;RUA;7114360;JARDIM SAO JORGE;URBANA;-46,5221381;-23,46253;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6212;CLARICE LISPECTOR;Ativa;EE;RUA MIGUEL BIONDI;222;RUA;7060080;TORRES TIBAGI;URBANA;-46,54600906;-23,45681953;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6221;JOAO ALVARES DE SIQUEIRA BUENO;Ativa;EE;ANTONIO PEREIRA DA SILVA CABO;438;RUA;7051011;JARDIM TRANQUILIDADE;URBANA;-46,55302048;-23,46822929;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6233;JOAO CRISPINIANO SOARES;Ativa;EE;RUA FRANCISCO ANTUNES;1078;RUA;7040010;VILA AUGUSTA;URBANA;-46,54624939;-23,47938919;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6245;JAIR MIRANDA DOUTOR;Ativa;EE;RUA FRANCISCO FOOT;SN;RUA;7051090;JARDIM TRANQUILIDADE;URBANA;-46,54949188;-23,46870041;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6257;HOMERO RUBENS DE SA PROFESSOR;Ativa;EE;CEARA;50;RUA;7070080;VILA GALVAO;URBANA;-46,55612946;-23,45171928;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6269;FABIO FANUCCHI PROFESSOR;Ativa;EE;AVENIDA FAUSTINO RAMALHO;307;AVENIDA;7054040;JARDIM VILA GALVAO;URBANA;-46,5618997;-23,4625288;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6270;ZILDA ROMEIRO PINTO MOREIRA DA SILVA PROF;Ativa;EE;RUA MACARANI;382;RUA;7171170;JARDIM PRESIDENTE DUTRA;URBANA;-46,43431091;-23,42744064;
ESTADUAL - SE;FRANCA;CRISTAIS PAULISTA;CRISTAIS PAULISTA;6271;CEL JTO A EE JOAO DE FARIA;Ativa;CEL;ANTONIO PRADO;3078;;14460000;CENTRO;URBANA;-47,42386627;-20,4026947;22861
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6282;BRUNO RICCO PADRE;Ativa;EE;CRISOPOLIS;226;;7170240;JARDIM PRESIDENTE DUTRA;URBANA;-46,43700027;-23,43321991;
ESTADUAL - SE;APIAI;IPORANGA;IPORANGA;6283;BAIRRO BOMBAS DE CIMA;Ativa;QUILOMBO;BAIRRO BOMBAS DE CIMA;SN;;18330000;BAIRRO BOMBAS DE CIMA;RURAL;-48,67611313;-24,61645508;14321
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6294;CHIYO YAMAMOTO DONA;Ativa;EE;ESTRADA DOS VADOS;291;ESTRADA;7177440;JARDIM ALAMO;URBANA;-46,37189865;-23,41329956;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6300;ARTHUR MARRET PROFESSOR;Ativa;EE;RUA FABIO SALVADOR BEI;687;RUA;7176200;VILA NOVA BONSUCESSO;URBANA;-46,39749908;-23,40699959;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6312;ILIA ZILDA INNOCENTI BLANCO PROFESSORA;Ativa;EE;JOSE BRUMATI;2865;ESTRADA;7160550;LAVRAS;URBANA;-46,43405914;-23,4032402;
ESTADUAL - SE;ANDRADINA;NOVA INDEPENDENCIA;NOVA INDEPENDENCIA;6317;CENTRO DE DETENCAO PROVISORIA  CDP DE NOVA INDEPENDENCIA;Ativa;CLASSE PENITENCIÁRIA;ROD GENERL EUCLIDES DE OLIVEIRA FIGUEIREDO  SP 563;KM 166;;16940000;IPE;RURAL;-51,47912979;-21,17931938;29324
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6324;SANDI MIYAKE CAPITAO AVIADOR;Ativa;EE;RUA JUAREZ  TAVORA;47;AVENIDA;7151030;JARDIM SAO JOAO;URBANA;-46,45709991;-23,41259956;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6336;JOAO DE ALMEIDA BARBOSA;Ativa;EE;AVENIDA NOVA CUMBICA;SN;AVENIDA;7231000;VILA NOVA CUMBICA;URBANA;-46,4666481;-23,46249962;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6348;VALENTIN GONZALEZ ALONSO PADRE;Ativa;EE;RUA MISSAO VELHA;88;RUA;7230380;PARQUE UIRAPURU;URBANA;-46,45782089;-23,45573044;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6359;JOAO RIBEIRO DE BARROS COMANDANTE;Ativa;EE;RUA JUAZEIRO DO NORTE;488;RUA;7180230;CUMBICA;URBANA;-46,47417068;-23,44911003;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6361;ROBERTO HIPOLITO DA COSTA BRIGADEIRO DO AR;Ativa;EE;RUA ARCEBURGO;190;RUA;7182220;JARDIM CASTANHA;URBANA;-46,46276093;-23,44433022;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6373;ANTONIO VIANA DE SOUZA PROFESSOR;Ativa;EE;TURIM;192;RUA;7244023;PARQUE JUREMA;URBANA;-46,41152842;-23,44470963;
ESTADUAL - SE;JACAREI;ARUJA;ARUJA;6385;WASHINGTON LUIZ PEREIRA DE SOUZA DR;Ativa;EE;RUA WASHINGTON LUIZ;27;;74005515;CENTRO;URBANA;-46,32180023;-23,39959908;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6397;CID AUGUSTO GUELLI PROFESSOR;Ativa;EE;BRAGA;312;RUA;7262321;JARDIM ANNY;URBANA;-46,39564133;-23,47714043;
ESTADUAL - SE;JACAREI;ARUJA;ARUJA;6403;ESLI GARCIA DINIZ PROF;Ativa;EE;MARANHAO;32;;7402165;JARDIM PLANALTO;URBANA;-46,31930161;-23,39749908;
ESTADUAL - SE;JACAREI;ARUJA;ARUJA;6415;RENE DE OLIVEIRA BARBOSA DR;Ativa;EE;MELVIN JONES;52;;7400000;CENTRO;URBANA;-46,32139969;-23,39410019;
ESTADUAL - SE;ITAPECERICA DA SERRA;JUQUITIBA;JUQUITIBA;6419;CEL JTO A EE OREDO RODRIGUES DA CRUZ;Ativa;CEL;31 DE MARCO;111;;6950000;CENTRO;URBANA;-47,07184982;-23,93026924;10157
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6427;JOAO CAVALHEIRO SALEM PROFESSOR;Ativa;EE;PORTO VELHO;624;RUA;7240060;JARDIM CUMBICA;URBANA;-46,43854141;-23,4453392;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6439;GUILHERMINO RODRIGUES DE LIMA;Ativa;EE;RUA GUARU;156;RUA;7272460;JARDIM ARUJA;URBANA;-46,42070007;-23,46879959;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6440;OSWALDO SAMPAIO ALVES;Ativa;EE;OURICURI;168;RUA;7242070;JARDIM MARIA DIRCE;URBANA;-46,42752075;-23,43811035;
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;6442;CLASSE HOSPITALAR DO HOSPITAL DE CANCER INFANTO JUVENIL DE BARRETOS  HOSPITAL DE AMOR;Ativa;CLASSE HOSPITALAR;ANTENOR DUARTE VILELA;1331;;14784400;DOUTOR PAULO PRATA;URBANA;-48,56882858;-20,58181953;22214
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6452;AUGUST JOHANNES FERDINANDUS STAUDER PADRE;Ativa;EE;RUA MINISTRO HIPOLITO;267;RUA;7250010;CIDADE ARACILIA;URBANA;-46,37020111;-23,42464066;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6464;THEREZINHA CLOSA ELEUTERIO PROFESSORA;Ativa;EE;RUA CHARLES MIARS COOPER;432;RUA;7261130;PARQUE MARIA HELENA;URBANA;-46,40066147;-23,44932938;
ESTADUAL - SE;JACAREI;ARUJA;ARUJA;6476;AMADEU RODRIGUES NORTE;Ativa;EE;PLINIO SALGADO SANTANGELO;120;;7434315;VILA PEDROSO;URBANA;-46,2894783;-23,42394066;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6488;ESTEVAM DIAS TAVARES PROFESSOR;Ativa;EE;TRAVESSA SAO ROQUE;21;AVENIDA;7175490;VILA NOVA BONSUCESSO;URBANA;-46,40729904;-23,41909981;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;6497;VICENTE MELRO;Ativa;EE;RUA BELMONTE;66;RUA;7173430;JARDIM MARIA DIRCE;URBANA;-46,42760086;-23,43149948;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6506;HAROLDO VELOSO BRIGADEIRO;Ativa;EE;ESTER;58;RUA;7155060;CIDADE SERODIO;URBANA;-46,4711;-23,4167;
ESTADUAL - SE;JACAREI;SANTA ISABEL;SANTA ISABEL;6531;GUILHERMINO MENDES DE ANDRADE MAJOR;Ativa;EE;RUA NOVE DE JULHO;122;RUA;7500000;CENTRO;URBANA;-46,23144913;-23,32386971;
ESTADUAL - SE;JACAREI;SANTA ISABEL;SANTA ISABEL;6543;LAURENTINA LORENA CORREA DA SILVA PROFA;Ativa;EE;RUA CENTRO COMUNITARIO;SN;RUA;7500000;CRUZEIRO;URBANA;-46,21989822;-23,31380081;
ESTADUAL - SE;JACAREI;SANTA ISABEL;SANTA ISABEL;6555;MARIA SANTOS BAIRAO PROFA;Ativa;EE;RUA LEOPOLDO DA CUNHA LIMA;115;RUA;7500000;LANIFICIO;URBANA;-46,23109818;-23,32449913;
ESTADUAL - SE;JACAREI;SANTA ISABEL;SANTA ISABEL;6567;GABRIELA FREIRE LOBO PROFA;Ativa;EE;RUA CONEGO BICUDO;287;RUA;7500000;CENTRO;URBANA;-46,22969818;-23,32060051;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6579;APRIGIO DE OLIVEIRA;Ativa;EE;RUA SENADOR DANTAS;1000;RUA;8710690;CENTRO;URBANA;-46,1853981;-23,52359962;
ESTADUAL - SE;MOGI DAS CRUZES;BIRITIBA-MIRIM;BIRITIBA-MIRIM;6592;ADHEMAR BOLINA PROFESSOR;Ativa;EE;AVENIDA MARIA JOSE DE SIQUEIRA MELO;SN;RUA;8940000;JARDIM TAKEBE;URBANA;-46,03916168;-23,58000946;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6610;SENTARO TAKAOKA DOUTOR;Ativa;EE;ESTRADA MOGI SALESOPOLISKM 08;SN;ESTRADA;8880400;COCUERA;URBANA;-46,14860153;-23,5522995;
