NOMEDEP;DE;MUN;DISTR;COD_ESC;NOMESC;SITUACAO;TIPOESC;ENDESC;NUMESC;COMPLEND;CEP;BAIESC;ZONA;DS_LONGITUDE;DS_LATITUDE;CODVINC
ESTADUAL - SE;SAO VICENTE;PERUIBE;PERUIBE;435740;CEL JTO A EE OTTONIEL JUNQUEIRA PROFESSOR;Ativa;CEL;RUA ALFREDO GOMES;185;AVENIDA;11750000;CENTRO;URBANA;-47,0026;-24,3181;38830
ESTADUAL - SE;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;435752;CEL JTO A EE REYNALDO KUNTZ BUSCH DOUTOR;Ativa;CEL;GUARANI;31;PRACA;11701170;BOQUEIRAO;URBANA;-46,41741953;-24,00816125;12359
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS;CAMPINAS OESTE;436012;CLAUDIA FRANCISCO DA SILVA;Ativa;EE;ANTONIO CARLOS FOLEGATTI;SN;RUA;13052506;JARDIM NOVA MERCEDES;URBANA;-47,10131073;-22,98513985;
ESTADUAL - SE;CAIEIRAS;FRANCO DA ROCHA;FRANCO DA ROCHA;436045;CENTRO ATEND SOCIOEDUC AO ADOLESC  NOVO TEMPO  CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);GOVERNO;SN;ESTRADA;7859340;POUSO ALEGRE;URBANA;-46,71676397;-23,33890228;5666
ESTADUAL - SE;ITU;ITU;ITU;436057;JOAO ANTONIO MOTTA NAVARRO PROFESSOR;Ativa;EE;AVENIDA EMILIO FELIX TORTOSA;440;AVENIDA;13312710;PARQUE RESIDENCIAL POTIGUARA;URBANA;-47,35388084;-23,25982325;
ESTADUAL - SE;SAO VICENTE;ITANHAEM;ITANHAEM;436136;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE DE ITANHAEM CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);ESTRADA CORONEL JOAQUIM BRANCO;SN;RUA;11740000;JARDIM AGUAPEU;RURAL;-46,77994245;-24,13087505;12026
ESTADUAL - SE;SAO VICENTE;ITANHAEM;ITANHAEM;436148;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE DE ITANHAEM  CIP;Ativa;FEBEM - UIP (CASA À PARTIR DE 2007);ESTR CORONEL JOAQUIM BRANCO;SN;RUA;11740000;JARDIM AGUAPEU;RURAL;0;0;12026
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;436239;DINORATH DO VALLE PROFESSORA;Ativa;EE;NIVALDO CANIZZA;SN;RUA;15081390;JARDIM SAO MARCO;URBANA;-49,35950089;-20,84350014;
ESTADUAL - SE;SUL 1;SAO PAULO;PEDREIRA;437050;ROSA INES BORNIA MOREIRA PROFESSORA;Ativa;EE;ESTRADA DO ALVARENGA;5112;RUA;4476050;SETE PRAIAS;URBANA;-46,63430023;-23,71480942;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;437736;LEVI VIEIRA DA MAIA PROFESSOR;Ativa;EE;RUA IARA;SN;RUA;7262540;VILA ANY;URBANA;-46,39617675;-23,4775332;
ESTADUAL - SE;ITARARE;ITABERA;ENGENHEIRO MAIA;437748;BAIRRO ENGENHEIRO MAIA II;Ativa;EE;RUA ANTONIO CASTILHO MURAL;SN;RUA;18440000;ENGENHEIRO MAIA;RURAL;-49,10026781;-24,0366294;
ESTADUAL - SE;VOTORANTIM;VOTORANTIM;VOTORANTIM;438030;CEL JTO A EE DANIEL VERANO PROFESSOR;Ativa;CEL;CARLOS LUVISON;180;RUA;18110435;PARQUE BELA VISTA;URBANA;-47,4535;-23,54482459;16809
ESTADUAL - SE;SUL 2;SAO PAULO;JARDIM ANGELA;438042;NAIR OLEGARIO CAJUEIRO;Ativa;EE;CATALDO PARRILHA;215;A;4930055;JARDIM SANTA MARGARIDA;URBANA;-46,75154877;-23,68071938;
ESTADUAL - SE;SUL 2;SAO PAULO;JARDIM ANGELA;438054;AGENOR DE MIRANDA ARAUJO NETO  CAZUZA;Ativa;EE;ARNALDO DANIEL;S/N;RUA;5877150;JARDIM GUARUJA;URBANA;-46,78902054;-23,69475937;
ESTADUAL - SE;LESTE 3;SAO PAULO;CIDADE TIRADENTES;438112;SITIO CONCEICAO;Ativa;EE;WILSON FERNANDO SCARVALHO;35;RUA;8473000;CONJUNTO HABITACIONAL SITIO CONCEICAO;URBANA;-46,39165878;-23,5781002;
ESTADUAL - SE;OSASCO;OSASCO;OSASCO;438157;CENTRO E ATEND SOCIOEDUC AO ADOLESCENTE II CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);JOSE PASCOWITCH;SN;RUA;6149070;RAPOSO TAVARES;URBANA;-46,8149429;-23,5883048;11010
ESTADUAL - SE;SAO CARLOS;SAO CARLOS;SAO CARLOS;438182;CENTRO DE ATENDSOCIOED AO ADOLESCENTE DE SAO CARLOS CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);AYRTON SALVADOR LEOPOLDINO JUNIOR;SN;CHACARA 048;13570829;CONJUNTO HABITACIONAL WALDOMIRO LOBBE SOBRINHO;URBANA;-47,90055847;-21,98899078;907923
ESTADUAL - SE;MARILIA;MARILIA;MARILIA;440361;HEMOCENTRO DA FACULDADE DE MEDICINA MARILIA CL HOSPITALAR;Ativa;CLASSE HOSPITALAR;LOURIVAL FREIRE;240;RUA;17519050;FRAGATA;URBANA;-49,938;-22,2249;33736
ESTADUAL - SE;FRANCA;FRANCA;FRANCA;440632;HOSPITAL DO CANCER DE FRANCA CLASSE HOSPITALAR;Ativa;CLASSE HOSPITALAR;VARGAS PRESIDENTE;2953;AVENIDA;14409055;JARDIM DOUTOR ANTONIO PETRAGLIA;URBANA;-47,38740158;-20,53030014;900655
ESTADUAL - SE;ITARARE;ITARARE;ITARARE;441430;CEL JTO A EE TOME TEIXEIRA;Ativa;CEL;XV DE NOVEMBRO;120;;18460000;CENTRO;URBANA;-49,33898926;-24,11572075;15325
ESTADUAL - SE;BAURU;BAURU;BAURU;441818;RAYMI OLIVEIRA BAPTISTA PEREIRA PROFESSORA;Ativa;EE;IGREJA;123;RUA;17057475;VILA DUTRA;URBANA;-49,12269974;-22,32250023;
ESTADUAL - SE;FRANCA;FRANCA;FRANCA;442318;MARIA DO CARMO SILVA FERREIRA PROFA  DONA NENZINHA;Ativa;EE;ALCEU PEDIGONE;250;RUA;14406269;JARDIM SIMOES;URBANA;-47,46289825;-20,5387001;
ESTADUAL - SE;FRANCA;FRANCA;FRANCA;442324;ODETTE BUENO RIBEIRO PROFESSORA;Ativa;EE;OSORIO DE PAULA MARQUES CAPITAO;1940;RUA;14407520;RESIDENCIAL MOREIRA JUNIOR;URBANA;-47,42187881;-20,48904991;
ESTADUAL - SE;PINDAMONHANGABA;CAMPOS DO JORDAO;CAMPOS DO JORDAO;442550;EXPEDITO CAMARGO FREIRE PROFESSOR;Ativa;EE;GENKO SAKANE;160;AVENIDA;12460000;BRANCAS NUVENS;URBANA;-45,61817169;-22,75750923;
ESTADUAL - SE;SAO ROQUE;SAO ROQUE;SAO ROQUE;443475;CEL JTO A EE HORACIO MANLEY LANE;Ativa;CEL;JOAO PESSOA;556;AVENIDA;18130290;CENTRO;URBANA;-47,1396655;-23,5327298;15830
ESTADUAL - SE;SAO VICENTE;MONGAGUA;MONGAGUA;443980;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE MONGAGUA CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);AVENIDA DOS MARISCOS;SN;BALNEARIO CAVALO MARINHO;11730000;AGENOR DE CAMPOS;URBANA;-46,7134;-24,1217;36110
ESTADUAL - SE;LESTE 2;SAO PAULO;LAJEADO;444121;MARILIA SANTOS CARVALHO DE POLILLO PROFESSORA;Ativa;EE;ISABELA;363;RUA;8440520;JARDIM LAJEADO;URBANA;-46,40670013;-23,53120995;
ESTADUAL - SE;LESTE 2;SAO PAULO;ITAIM PAULISTA;444133;BERNARDO OHIGGINS DOM;Ativa;EE;JOSE DE AMENABAR;371;RUA;8142004;JARDIM NELIA;URBANA;-46,38228989;-23,51292992;
ESTADUAL - SE;ITAPETININGA;ITAPETININGA;ITAPETININGA;444339;CEL JTO A EE PEIXOTO GOMIDE;Ativa;CEL;AVENIDA PEIXOTO GOMIDE;198;RUA;18201600;CENTRO;URBANA;-48,0475;-23,5872;15040
ESTADUAL - SE;GUARATINGUETA;LORENA;LORENA;444340;CENTRO DE ATEND SOCIOEDUC AO ADOLESC LORENA  CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);CHIQUITO DE AQUINO;KM 002;ESTRADA;12612550;SANTA LUCRECIA;RURAL;-45,10100174;-22,76931;12968
ESTADUAL - SE;GUARATINGUETA;LORENA;LORENA;444352;CENTRO DE ATEND SOCIOEDUC AO ADOLESC LORENA  CIP;Ativa;FEBEM - UIP (CASA À PARTIR DE 2007);CHIQUITO DE AQUINO;KM 002;ESTRADA;12612550;SANTA LUCRECIA;RURAL;-45,10093563;-22,7693;12968
ESTADUAL - SE;TABOAO DA SERRA;EMBU DAS ARTES;EMBU DAS ARTES;444388;MARLENE APARECIDA MAIA OLBERG PROFESSORA;Ativa;EE;OLIVEIRA;SN;RUA;6823060;JARDIM SANTO EDUARDO;URBANA;-46,80060959;-23,67008972;
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS;CAMPINAS OESTE;445897;TENISTA MARIA ESTHER ANDION BUENO;Ativa;EE;BENEDITA INY DE AVILA;918;RUA;13059620;CIDADE SATELITE IRIS;URBANA;-47,16503906;-22,93077087;
ESTADUAL - SE;ITAQUAQUECETUBA;POA;POA;446026;CEL JTO A EE PAULO EDUARDO OLINTHO REHDER JORNALISTA;Ativa;CEL;RUA SAO FRANCISCO;280;RUA;8561610;JARDIM RUTH;URBANA;-46,34379959;-23,53120041;913418
ESTADUAL - SE;PIRACICABA;PIRACICABA;PIRACICABA;446038;MARCIA REGINA MODESTO DE PAULA DA ROCHA PROFESSORA;Ativa;EE;NILO PECANHA;1510;RUA;13408025;SANTA TEREZINHA;URBANA;-47,70391083;-22,66926003;
ESTADUAL - SE;PIRACICABA;PIRACICABA;PIRACICABA;446048;EDUARDO MILAD KOAIK DOM;Ativa;EE;RUA ARACUAI;35;RUA;13401889;SANTA FE;URBANA;-47,67847061;-22,76398087;
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;446300;VILA URSULINA;Ativa;EE;MARINGA;368;RUA;8574310;VILA URSULINA;URBANA;-46,35210037;-23,50250053;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;BRAS CUBAS;446312;KOHEIJI ADACHI;Ativa;EE;COMENDADOR KOHEIJI ADACHI;SN;RUA;8762050;JARDIM SANTOS DUMONT I;URBANA;-46,21567917;-23,58054543;
ESTADUAL - SE;CAPIVARI;INDAIATUBA;INDAIATUBA;446567;JARDIM MORADA DO SOL;Ativa;EE;ZEPHIRO PUCCINELLI;1281;RUA;13348060;JARDIM MORADA DO SOL;URBANA;-47,23686981;-23,12704086;
ESTADUAL - SE;SUMARE;HORTOLANDIA;HORTOLANDIA;446828;CEL JTO A EE HEDY MADALENA BOCCHI PROFESSORA;Ativa;CEL;PICO DO ITATIAIA;333;RUA;13186051;JARDIM EVEREST;URBANA;-47,203;-22,8785;917552
ESTADUAL - SE;MARILIA;MARILIA;MARILIA;446920;EMICO MATSUMOTO GEOGRAFA;Ativa;EE;ANGELINA BALCO DA SILVA;319;RUA;17522580;NUCLEO HABITACIONAL NOVA MARILIA;URBANA;-49,9267;-22,2531;
ESTADUAL - SE;VOTORANTIM;PIEDADE;PIEDADE;446973;CEL JTO A EE CARLOS AUGUSTO DE CAMARGO PROFESSOR;Ativa;CEL;RUA VICENTE GARCIA;296;AVENIDA;18170000;CENTRO;URBANA;-47,4185;-23,716;16883
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;446981;TEREZINHA LOT ZIN TELECO PROFESSORA;Ativa;EE;WANDERLEY MARTINS VINHOTI;370;RUA;16201410;RESIDENCIAL PORTAL DA PEROLA II;URBANA;-50,31753055;-21,24865066;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;447183;HOSPITAL DAS CLINICAS AUX DE SUZANO CLASSE HOSPITALAR;Ativa;CLASSE HOSPITALAR;PRUDENTE DE MORAES;2200;RUA;8610005;VILA AMORIM;URBANA;-46,291809;-23,541076;908484
ESTADUAL - SE;CENTRO SUL;SAO PAULO;LIBERDADE;447213;HOSPITAL AC CAMARGO CLASSE HOSPITALAR;Ativa;CLASSE HOSPITALAR;TAMANDARE;753;RUA;1525001;LIBERDADE;URBANA;-46,6358668;-23,5652841;4340
ESTADUAL - SE;CENTRO SUL;SAO PAULO;LIBERDADE;447225;HOSPITAL AC CAMARGO CLASSE HOSPITALAR;Ativa;CLASSE HOSPITALAR;TAMANDARE;753;RUA;1525001;LIBERDADE;URBANA;-46,6358668;-23,5652841;4340
ESTADUAL - SE;ARARAQUARA;MATAO;MATAO;447341;CEL JTO A EE HENRIQUE MORATO PROF;Ativa;CEL;CESARIO MOTTA;468;RUA;15990050;CENTRO;URBANA;-48,3694276;-21,6031888;24946
ESTADUAL - SE;LESTE 3;SAO PAULO;SAO RAFAEL;447663;JARDIM SANTO ANDRE III;Ativa;EE;MIGUEL FERREIRA DE MELO;50 A;RUA;8390000;JARDIM SANTO ANDRE;URBANA;-46,44350052;-23,63019943;
ESTADUAL - SE;CENTRO;SAO PAULO;SANTANA;447857;CONJUNTO HOSPITALAR DO MANDAQUI CLASSE HOSPITALAR;Ativa;CLASSE HOSPITALAR;VOLUNTARIOS DA PATRIA;4301;RUA;2402600;SANTANA;URBANA;-46,6315899;-23,4849846;985
ESTADUAL - SE;MARILIA;GARCA;GARCA;447894;HOSP PSIQ ANDRE LUIZ ASSOC BENEF DE GARCA CL HOSP;Ativa;CLASSE HOSPITALAR;RUA ANDRE LUIZ;120;;17400000;VILA MARIANA;URBANA;-49,65596771;-22,19942665;33388
ESTADUAL - SE;MARILIA;MARILIA;MARILIA;447912;HOSPITAL IRMANDADE STA CASA DE MISERICORDIA CL HOSPITALAR;Ativa;CLASSE HOSPITALAR;AV VICENTE FERREIRA;828;;17515900;BAIRRO CASCATA;URBANA;-49,9389;-22,2133;43679
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;448254;CENTRO DE ATEND SOCIEDUC ADOLESCENTE DE SOROCABA IV  CIP;Ativa;FEBEM - UIP (CASA À PARTIR DE 2007);ANTONIO DE SOUZA NETTO DOUTOR;200;AVENIDA;18087210;APARECIDINHA;URBANA;-47,3634;-23,4326;16248
ESTADUAL - SE;ADAMANTINA;IRAPURU;IRAPURU;448370;CENTRO DE ATENDIMENTO SOC EDUC AO ADOLES IRAPURU I  CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);ESTRADA MUNICIPAL  IRV;3;KM 6;17880000;PATURY;RURAL;-51,31715115;-21,5206262;30958
ESTADUAL - SE;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;448400;CENTRO ATEND SOCIOEDUC AO ADOLESCENTE S B DO CAMPO I CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);SERVIDAO PARTICULAR;12;RUA;9842095;BATISTINI;URBANA;-46,5861;-23,7547;8898
ESTADUAL - SE;LINS;LINS;LINS;449106;CEL JTO A EE FERNANDO COSTA;Ativa;CEL;NOVE DE JULHO;1276;RUA;16400111;CENTRO;URBANA;-49,7603;-21,6737;26116
ESTADUAL - SE;MOGI MIRIM;AMPARO;AMPARO;452312;GISSELDA APARECIDA TUROLA PIOVEZAN;Ativa;EE;RODOVIA ENG CONSTANCIO CINTRA  SP 360;KM 121;SN;13901011;DOS ROSAS;RURAL;-46,76579285;-22,76642799;
ESTADUAL - SE;MARILIA;ALVARO DE CARVALHO;ALVARO DE CARVALHO;453158;PENITENCIARIA VALENTIM ALVES DA SILVA;Ativa;CLASSE PENITENCIÁRIA;RODOVIA MAMEDE DE BARRETO;36;PRACA;17410000;ZONA RURAL;RURAL;-49,71969986;-22,08060074;33510
ESTADUAL - SE;SUL 3;SAO PAULO;PARELHEIROS;453171;PENITENCIARIA ASP JOAQUIM FONSECA LOPES;Ativa;CLASSE PENITENCIÁRIA;AVENIDA NOEL NUTELS;100;AVENIDA;4896092;JARDIM SANTA TEREZINHA PARELHEIROS;URBANA;-46,72900009;-23,82299995;923059
ESTADUAL - SE;AVARE;AVARE;AVARE;453183;CENTRO DE RESSOCIALIZACAO DOUTOR MAURO DE MACEDO;Ativa;CLASSE PENITENCIÁRIA;JOAO MANOEL FERNANDES;1050;AVENIDA;18708857;CONJUNTO HABITACIONAL CAMARGO;URBANA;-48,91069031;-23,08042908;918489
ESTADUAL - SE;SANTO ANASTACIO;MARABA PAULISTA;MARABA PAULISTA;453195;PENITENCIARIA JOAO AUGUSTINHO PANNUCCI;Ativa;CLASSE PENITENCIÁRIA;RODOVIA GENERAL EUCLIDES FIGUEIREDO  SP 563;SN;KM 507;19430000;ZONA RURAL;RURAL;-51,9341735;-22,13427058;32360
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;453201;AEVP RENATO GONCALVES RODRIGUES CENTRO DENT PROV;Ativa;CLASSE PENITENCIÁRIA;DR ANIBAL TANGANELLI JUNIOR;355;;13469900;PARQUE SAO JERONIMO;URBANA;-47,31898117;-22,70433998;17176
ESTADUAL - SE;PRESIDENTE PRUDENTE;MARTINOPOLIS;MARTINOPOLIS;453213;PENITENCIARIA TACYAN MENEZES DE LUCENA;Ativa;CLASSE PENITENCIÁRIA;RODOVIA HOMERO SEVERO LINS;542;RUA;19500000;RURAL;RURAL;-51,1103;-22,1724;32505
ESTADUAL - SE;ANDRADINA;ANDRADINA;ANDRADINA;453225;PENITENCIARIA DE ANDRADINA;Ativa;CLASSE PENITENCIÁRIA;RODOVIA MUNICIPAL ADD 468;468;RODOVIA;16900220;VILA PEREIRA JORDAO;RURAL;-51,39575958;-20,93803383;29361
ESTADUAL - SE;MARILIA;MARILIA;MARILIA;453237;PENITENCIARIA DE MARILIA;Ativa;CLASSE PENITENCIÁRIA;COMANDANTE JOAO RIBEIRO BARROS;SN;KM 465;17525320;PARQUE SERRA DOURADA;RURAL;-49,93759918;-22,25;907650
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;453249;PENITENCIARIA DR SEBASTIAO MARTINS SILVEIRA;Ativa;CLASSE PENITENCIÁRIA;FRANCISCO VAZ FILHO;4055;AVENIDA;14811418;JARDIM PINHEIROS VILA XAVIER;URBANA;-48,1396;-21,7662;21970
ESTADUAL - SE;MARILIA;MARILIA;PADRE NOBREGA;453262;CENTRO DE RESSOCIALIZACAO DE MARILIA;Ativa;CLASSE PENITENCIÁRIA;COMANDANTE JOAO RIBEIRO BARROS;SN;KM 465;17500000;PARQUE SERRA DOURADA;RURAL;-50,02534103;-22,15760994;33704
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;453274;CENTRO DE RESSOCIALIZACAO MASCULINO DE ARARAQUARA;Ativa;CLASSE PENITENCIÁRIA;ESTRADA MUNICIPAL DE ARARAQUARA;250;;14810970;ESTRADA MUNICIPAL;RURAL;-48,1411;-21,7713;21970
ESTADUAL - SE;BAURU;BALBINOS;BALBINOS;453286;PENITENCIARIA RODRIGO DOS SANTOS FREITAS;Ativa;CLASSE PENITENCIÁRIA;RODOVIA DE ACESSO ARCIRIO RIGOTO;SN;KM 15;16640000;ARCIRIO RIGOTO;RURAL;-49,35275646;-21,91100459;26273
ESTADUAL - SE;BAURU;BALBINOS;BALBINOS;453298;PENITENCIARIA GILMAR MONTEIRO DE SOUZA;Ativa;CLASSE PENITENCIÁRIA;RODOVIA DE ACESSO ARCIRIO RIGOTO;SN;KM 25;16640000;RODOVIA ARCIRIO RIGOTO;RURAL;-49,35191723;-21,91143429;26273
ESTADUAL - SE;ANDRADINA;MIRANDOPOLIS;MIRANDOPOLIS;453304;PENITENCIARIA II DE MIRANDOPOLIS;Ativa;CLASSE PENITENCIÁRIA;AVENIDA DR OSWALDO BRANDI FARIA;4450;RUA;16800000;RIBEIRAO CLARO;URBANA;-51,10683522;-21,15562001;29336
ESTADUAL - SE;BAURU;BAURU;BAURU;453316;CENTRO DE PROGRESSAO PENIT DR EDUARDO DE OLIVEIRA VIANNA;Ativa;CLASSE PENITENCIÁRIA;RODOVIA MARECHAL RONDON;SN;KM 350;17025162;ZONA RURAL;RURAL;-49,14203882;-22,26074147;25549
ESTADUAL - SE;BAURU;PIRAJUI;PIRAJUI;453353;PENITENCIARIA DR WALTER FARIA PEREIRA DE QUIEROZ;Ativa;CLASSE PENITENCIÁRIA;ESTRADA VICINAL PREFEITO ANIBAL HAMAN;KM 06;RUA;16600000;JARDIM AEROPORTO;RURAL;-49,50307488;-22,01425124;26136
ESTADUAL - SE;CAMPINAS LESTE;CAMPINAS;CAMPINAS LESTE;453365;PENITENCIARIA FEMININA DE CAMPINAS;Ativa;CLASSE PENITENCIÁRIA;JOAO BATISTA MORATO DO CANTO;100;AVENIDA;13031390;FUNDACAO DA CASA POPULAR;URBANA;-47,0732;-22,918;42626
ESTADUAL - SE;CARAGUATATUBA;CARAGUATATUBA;PORTO NOVO;453420;CENTRO DE DETEN PROV DR JOSE EDUARDO MARIZ DE OLIVEIRA;Ativa;CLASSE PENITENCIÁRIA;ESTRADA PIRASSUNUNGA;500;;11660970;PORTO NOVO;RURAL;-45,4999;-23,7108;11393
ESTADUAL - SE;GUARATINGUETA;POTIM;POTIM;453432;PENITENCIARIA I DE POTIM;Ativa;CLASSE PENITENCIÁRIA;ESTRADA DO JACARE;SN;KM 92;12525000;DOS CORREIAS;RURAL;-45,32415009;-22,83127975;12725
ESTADUAL - SE;LINS;GETULINA;GETULINA;453444;PENITENCIARIA OSIRIS SOUZA E SILVA;Ativa;CLASSE PENITENCIÁRIA;ESTRADA VICINAL AURELIO ANDRADE JUNQUEIRA;SN;KM 95;16450000;SANTA AMERICA;RURAL;-46,633309;-23,55052;26360
ESTADUAL - SE;ASSIS;PARAGUACU PAULISTA;PARAGUACU PAULISTA;453473;PENITENCIARIA DE PARAGUACU PAULISTA;Ativa;CLASSE PENITENCIÁRIA;RODOVIA MANILIO GOBBI;SN;KM 47;19700000;SAPEZAL;RURAL;-50,64810991;-22,33925947;33327
ESTADUAL - SE;ITAPETININGA;ITAPETININGA;ITAPETININGA;453493;CENTRO DE RESSOCIALIZACAO DE ITAPETININGA;Ativa;CLASSE PENITENCIÁRIA;GLADYS BERNARDES MINHOTO;63;RODOVIA;18211265;VILA BELO HORIZONTE;RURAL;-48,0527;-23,4677;46899
ESTADUAL - SE;ITAPETININGA;GUAREI;GUAREI;453523;PENITENCIARIA I DE GUAREI;Ativa;CLASSE PENITENCIÁRIA;ESTRADA VICINAL DOMICIANO;SN;KM 11;18250000;CAPELA VELHA;RURAL;-48,27961763;-23,36412423;15003
ESTADUAL - SE;SUMARE;HORTOLANDIA;HORTOLANDIA;453535;CENTRO DE PROGRESSAO PENITENCIARIA DE HORTOLANDIA;Ativa;CLASSE PENITENCIÁRIA;DE VELHA CAMPINASMONTE MOR;SN;KM 5;13185577;PARQUE PERON;URBANA;-47,15576678;-22,88200979;36468
ESTADUAL - SE;BAURU;REGINOPOLIS;REGINOPOLIS;453547;PENITENCIARIA TEN PM JOSE ALFREDO CINTRA BORIN;Ativa;CLASSE PENITENCIÁRIA;ESTRADA VICINAL ROBERTO KASSIM;SN;KM 04;17190000;RURAL;RURAL;-49,22561646;-21,9213494;25392
ESTADUAL - SE;AVARE;ITAI;ITAI;453572;PENITENCIARIA CABO P M MARCELO PIRES DA SILVA;Ativa;CLASSE PENITENCIÁRIA;RODOVIA EDUARDO SAIGH;SN;KM 2925;18730000;BAIRRO EDUARDO SAIGH;RURAL;-49,08150673;-23,36181794;14485
ESTADUAL - SE;ITAPETININGA;ITAPETININGA;ITAPETININGA;453584;PENITENCIARIA JAIRO DE ALMEIDA BUENO;Ativa;CLASSE PENITENCIÁRIA;GLADYS BERNARDES MINHOTO;SN;KM 63;18211265;VILA BELO HORIZONTE;RURAL;-48,04679722;-23,46886461;46899
ESTADUAL - SE;BAURU;REGINOPOLIS;REGINOPOLIS;453648;PENITENCIARIA SGTO PM ANTONIO LUIZ DE SOUZA;Ativa;CLASSE PENITENCIÁRIA;ESTRADA VICINAL ROBERTO KASSIM;SN;KM 41;17190000;AGUAS DO CANIVETE;RURAL;-49,22529459;-21,92115034;25392
ESTADUAL - SE;VOTUPORANGA;RIOLANDIA;RIOLANDIA;453651;PENITENCIARIA JOAO BATISTA SANTANA;Ativa;CLASSE PENITENCIÁRIA;ESTRADA MUNICIPAL RIOLANDIA  CARDOSO;SN;KM 02;15495000;ZONA RURAL;RURAL;-49,70571136;-19,98270035;27686
ESTADUAL - SE;LIMEIRA;RIO CLARO;RIO CLARO;453675;CENTRO DE RESSOCIALIZACAO FEMININO DE RIO CLARO;Ativa;CLASSE PENITENCIÁRIA;12 BE;SN;RUA;13501290;ESTADIO;URBANA;-47,56357574;-22,42318916;21787
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;453687;CENTRO DE RESSOCIALIZACAO FEM DE SAO JOSE DO RIO PRETO;Ativa;CLASSE PENITENCIÁRIA;BR153;SN;KM 475;15053750;SAO BENEDITO DA CAPELINHA ZONA RURAL;RURAL;-49,33888807;-20,6872088;28599
ESTADUAL - SE;RIBEIRAO PRETO;SERRA AZUL;SERRA AZUL;453699;PENITENCIARIA I DE SERRA AZUL;Ativa;CLASSE PENITENCIÁRIA;RODOVIA ABRAO ASSED;SN;KM 28;14230000;ZONA RURAL;RURAL;-47,5364302;-21,24496494;85397
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;453705;CENTRO DE RESSOCIALIZACAO FEMININO DE SAO JOSE DOS CAMPOS;Ativa;CLASSE PENITENCIÁRIA;FRANCISCO ALMADA;81;TRAVESSA;12245681;CENTRO;URBANA;-45,8881;-23,1863;13602
ESTADUAL - SE;ITAPETININGA;ITAPETININGA;ITAPETININGA;453717;PENITENCIARIA II DE ITAPETININGA;Ativa;CLASSE PENITENCIÁRIA;RODOVIA GLADYS BERNARDES MINHOTO;SN;KM 63;18211265;CAPAO ALTO;RURAL;-48,04639289;-23,46713046;46899
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;453729;PENITENCIARIA DOUTOR DANILO PINHEIRO;Ativa;CLASSE PENITENCIÁRIA;ALTINO ARANTES DOUTOR;622;RUA;18076302;JARDIM SAO LOURENZO;URBANA;-47,47029877;-23,46590042;900345
ESTADUAL - SE;ITU;IPERO;IPERO;453730;PENITENCIARIA ODON RAMOS MARANHAO;Ativa;CLASSE PENITENCIÁRIA;ESTRADA MUNICIPAL DE IPERO;SN;KM 55;18560000;HORTO FLORESTAL DE BELA VISTA;URBANA;-47,5559082;-23,44956017;908228
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;453742;PENITENCIARIA II DOUTOR ANTONIO DE SOUZA NETO;Ativa;CLASSE PENITENCIÁRIA;ANTONIO DE SOUZA NETTO DOUTOR;100;AVENIDA;18087210;APARECIDINHA;RURAL;-47,36309814;-23,4326992;16196
ESTADUAL - SE;SAO CARLOS;ITIRAPINA;ITIRAPINA;453778;PENITENCIARIA DR ANTONIO DE QUEIROZ FILHO;Ativa;CLASSE PENITENCIÁRIA;RODOVIA DE ACESSO;SN;KM 1;13530000;RURAL;RURAL;-47,8171;-22,2475;21684
